'tain	t ɛ̃
automitrailleuse	o t ɔ m i t ʁ a j ø z
automnal	o t o n a l
automne	o t ɔ n
automobile	o t ɔ m ɔ b i l
automobiles	o t ɔ m ɔ b i l
automobilisable	o t ɔ m ɔ b i l i z a b l
automobilisme	o t ɔ m ɔ b i l i s m
automobiliste	o t ɔ m ɔ b i l i s t
automobilistique	o t ɔ m ɔ b i l i s t i k
automorphe	o t ɔ m ɔ ʁ f
automorphique	o t ɔ m ɔ ʁ f i k
automorphisme	o t ɔ m ɔ ʁ f i s m
automoteur	o t ɔ m ɔ t œ ʁ
automotrice	o t ɔ m ɔ t ʁ i s
automutilation	o t ɔ m y t i l a s j ɔ̃
automutiler	o t ɔ m y t i l e
automédication	o t ɔ m e d i k a s j ɔ̃
automédon	o t ɔ m e d ɔ̃
autoneige	o t ɔ n ɛ ʒ
autonettoyant	o t ɔ n e t w a j ɑ̃
autonettoyante	o t ɔ n e t w a j ɑ̃ t
autonivelant	o t ɔ n i v l ɑ̃
autonivelante	o t ɔ n i v l ɑ̃ t
autonomement	o t ɔ n ɔ m m ɑ̃
autonomie	o t ɔ n ɔ m i
autonomisation	o t ɔ n ɔ m i z a s j ɔ̃
autonomiser	o t ɔ n ɔ m i z e
autonomisme	o t ɔ n ɔ m i s m
autonomiste	o t ɔ n ɔ m i s t
autonyme	o t ɔ n i m
autonymique	o t ɔ n i m i k
autoparodique	o t ɔ p a ʁ ɔ d i k
autopatrouille	o t ɔ p a t ʁ u j
autopatrouillé	o t ɔ p a t ʁ u j e
autopatrouillée	o t ɔ p a t ʁ u j e
autophage	o t ɔ f a ʒ
autophagie	o t ɔ f a ʒ i
autophoto	o t ɔ f ɔ t o
autopilotage	o t ɔ p i l ɔ t a ʒ
autopiloter	o t ɔ p i l ɔ t e
autoplastie	o t ɔ p l a s t i
autoplastique	o t ɔ p l a s t i k
autoplaçant	o t ɔ p l a s ɑ̃
autoplaçante	o t ɔ p l a s ɑ̃ t
autopointé	o t ɔ p w ɛ̃ t e
autopointée	o t ɔ p w ɛ̃ t e
autopollinisant	o t ɔ p ɔ l i n i z ɑ̃
autopompe	o t ɔ p ɔ̃ p
autoportant	o t ɔ p ɔ ʁ t ɑ̃
autoportante	o t o p ɔ ʁ t ɑ̃ t
autoporteur	o t ɔ p ɔ ʁ t œ ʁ
autoporteuse	o t o p ɔ ʁ t ø z
autoportrait	o t ɔ p ɔ ʁ t ʁ ɛ
autopoïèse	o t ɔ p ɔ j ɛ z
autoproclamer	o t ɔ p ʁ ɔ k l a m e
autoproclamé	o t ɔ p ʁ ɔ k l a m e
autopromotion	o t ɔ p ʁ ɔ m ɔ s j ɔ̃
autopropulsion	o t ɔ p ʁ ɔ p y l s j ɔ̃
autopropulsé	o t ɔ p ʁ ɔ p y l s e
autopropulsée	o t o p ʁ ɔ p y l s e
autoprotonisation	o t ɔ p ʁ ɔ t ɔ n i z a s j ɔ̃
autopsie	o t ɔ p s i
autopsier	o t ɔ p s j e
autoptique	o t ɔ p t i k
autoptiquement	o t ɔ p t i k m ɑ̃
autopublication	o t ɔ p y b l i k a s j ɔ̃
autopunitif	o t ɔ p y n i t i f
autopunition	o t ɔ p y n i s j ɔ̃
autoradio	o t ɔ ʁ a d j o
autoradiographie	o t ɔ ʁ a d j ɔ ɡ ʁ a f i
autorail	o t ɔ ʁ a j
autorenouvellement	o t ɔ ʁ n u v ɛ l m ɑ̃
autorisable	o t ɔ ʁ i z a b l
autorisation	o t ɔ ʁ i z a s j ɔ̃
autorisations	o t ɔ ʁ i z a s j ɔ̃
autoritairement	o t ɔ ʁ i t ɛ ʁ m ɑ̃
autoritarisme	o t ɔ ʁ i t a ʁ i s m
autoritariste	o t ɔ ʁ i t a ʁ i s t
autoroute	o t ɔ ʁ u t
autoroutier	o t ɔ ʁ u t j e
autoroutière	o t ɔ ʁ u t j ɛ ʁ
autoréalisateur	o t ɔ ʁ e a l i z a t œ ʁ
autoréférence	o t ɔ ʁ e f e ʁ ɑ̃ s
autoréférent	o t ɔ ʁ e f e ʁ ɑ̃
autoréférente	o t ɔ ʁ e f e ʁ ɑ̃ t
autoréférentiel	o t ɔ ʁ e f e ʁ ɑ̃ s j ɛ l
autoréférentielle	o t ɔ ʁ e f e ʁ ɑ̃ s j ɛ l
autoréglage	o t ɔ ʁ e ɡ l a ʒ
autorégressif	o t ɔ ʁ e ɡ ʁ e s i f
autorégressive	o t ɔ ʁ e ɡ ʁ e s i v
autorégulateur	o t ɔ ʁ e ɡ y l a t œ ʁ
autorégulation	o t ɔ ʁ e ɡ y l a s j ɔ̃
autorégulatrice	o t o ʁ e ɡ y l a t ʁ i s
autoréparant	o t ɔ ʁ e p a ʁ ɑ̃
autoréparante	o t ɔ ʁ e p a ʁ ɑ̃ t
autoréplicatif	o t ɔ ʁ e p l i k a t i f
autoréplicative	o t ɔ ʁ e p l i k a t i v
autorépliquer	o t ɔ ʁ e p l i k e
autosabotage	o t o z a b ɔ t a ʒ
autosacrifice	o t o z a k ʁ i f i s
autosaisine	o t o z e z i n
autosatisfaction	o t o z a t i s f a k s j ɔ̃
autoscopie	o t ɔ s k ɔ p i
autosexuel	o t o z ɛ k s ɥ ɛ l
autosexuelle	o t o z ɛ k s ɥ ɛ l
autosigné	o t o z i ɲ e
autosignée	o t o z i ɲ e
autosimilaire	o t o z i m i l ɛ ʁ
autosome	o t o z o m
autosomique	o t o z ɔ m i k
autostable	o t ɔ s t a b l
autostimuler	o t ɔ s t i m y l e
autostop	o t o s t ɔ p
autostoppeur	o t ɔ s t ɔ p œ ʁ
autostoppeuse	o t ɔ s t ɔ p ø z
autostrade	o t ɔ s t ʁ a d
autostéréoscopique	o t ɔ s t e ʁ e ɔ s k ɔ p i k
autosuffisance	o t o z y f i z ɑ̃ s
autosuffisant	o t o z y f i z ɑ̃
autosuggestion	o t o z y ɡ ʒ ɛ s t j ɔ̃
autothermique	o t ɔ t ɛ ʁ m i k
autotomie	o t ɔ t ɔ m i
autotomiser	o t ɔ t ɔ m i z e
autotracté	o t ɔ t ʁ a k t e
autotractée	o t ɔ t ʁ a k t e
autotrophe	o t ɔ t ʁ ɔ f
autotrophie	o t ɔ t ʁ ɔ f i
autotrophique	o t ɔ t ʁ ɔ f i k
autotélique	o t ɔ t e l i k
autovaccin	o t ɔ v a k s ɛ̃
autovaccination	o t ɔ v a k s i n a s j ɔ̃
autoérotique	o t ɔ e ʁ ɔ t i k
autrice	o t ʁ i s
autrices	o t ʁ i s
autruches	o t ʁ y ʃ
autruchon	o t ʁ y ʃ ɔ̃
autécologie	o t e k ɔ l ɔ ʒ i
auvent	o v ɑ̃
auvergnates	o v ɛ ʁ ɲ a t
auvergner	o v ɛ ʁ ɲ e
auxdites	o d i t
auxdits	o d i
auxerrois	o s e ʁ w a
auxerroise	o s e ʁ w a z
auxiliatrice	o k s i l j a t ʁ i s
auxologie	o k s ɔ l ɔ ʒ i
auxologique	o k s ɔ l ɔ ʒ i k
auxologiques	o k s ɔ l ɔ ʒ i k
auxétique	o k s e t i k
auzas	o z a
avachi	a v a ʃ i
avachir	a v a ʃ i ʁ
avachissement	a v a ʃ i s m ɑ̃
avalable	a v a l a b l
avalancheuse	a v a l ɑ̃ ʃ ø z
avalement	a v a l m ɑ̃
avaleuse	a v a l ø z
avaliser	a v a l i z e
avanie	a v a n i
avantès	a v ɑ̃ t ɛ s
avançai	a v ɑ̃ s e
avançais	a v ɑ̃ s ɛ
avanças	a v ɑ̃ s a
avançasse	a v ɑ̃ s a s
avançasses	a v ɑ̃ s a s
avaricieuse	a v a ʁ i s j ø z
avaricieuses	a v a ʁ i s j ø z
avaricieux	a v a ʁ i s j ø
avarier	a v a ʁ j e
avatars	a v a t a ʁ
avc	a v e s e
avecque	a v ɛ k
aveindzu	a v ɛ̃ d͡z y
aveline	a v l i n
avenant	a v n ɑ̃
avent	a v ɑ̃
aventin	a v ɑ̃ t ɛ̃
aventurine	a v ɑ̃ t y ʁ i n
averbal	a v ɛ ʁ b a l
averne	a v ɛ ʁ n
averroïsme	a v e ʁ ɔ i s m
avers	a v ɛ ʁ
aversif	a v ɛ ʁ s i f
aversifs	a v ɛ ʁ s i f
aversive	a v ɛ ʁ s i v
aversives	a v ɛ ʁ s i v
avertisseur	a v ɛ ʁ t i s œ ʁ
avestique	a v ɛ s t i k
avestiques	a v ɛ s t i k
aveuglant	a v œ ɡ l ɑ̃
aveyron	a v e ʁ ɔ̃
aviation	a v j a s j ɔ̃
aviatrice	a v j a t ʁ i s
aviatrices	a v j a t ʁ i s
avicenne	a v i s ɛ n
avicole	a v i k ɔ l
aviculteur	a v i k y l t œ ʁ
aviculteurs	a v i k y l t œ ʁ
avicultrice	a v i k y l t ʁ i s
avicultrices	a v i k y l t ʁ i s
aviculture	a v i k y l t y ʁ
avienne	a v j ɛ n
avifaune	a v i f o n
avili	a v i l i
avilir	a v i l i ʁ
avilira	a v i l i ʁ a
avilirai	a v i l i ʁ e
aviliraient	a v i l i ʁ ɛ
avilirais	a v i l i ʁ ɛ
avilirait	a v i l i ʁ ɛ
aviliras	a v i l i ʁ a
avilirent	a v i l i ʁ
avilirez	a v i l i ʁ e
aviliriez	a v i l i ʁ j e
avilirions	a v i l i ʁ j ɔ̃
avilirons	a v i l i ʁ ɔ̃
aviliront	a v i l i ʁ ɔ̃
avilis	a v i l i
avilissaient	a v i l i s ɛ
avilissais	a v i l i s ɛ
avilissait	a v i l i s ɛ
avilissant	a v i l i s ɑ̃
avilissante	a v i l i s ɑ̃ t
avilisse	a v i l i s
avilissent	a v i l i s
avilisses	a v i l i s
avilissez	a v i l i s e
avilissiez	a v i l i s j e
avilissions	a v i l i s j ɔ̃
avilissons	a v i l i s ɔ̃
avilîmes	a v i l i m
avilît	a v i l i
avilîtes	a v i l i t
aviné	a v i n e
avisai	a v i z e
avisais	a v i z ɛ
avisas	a v i z a
avisasse	a v i z a s
avisasses	a v i z a s
avises	a v i z
aviseur	a v i z œ ʁ
aviso	a v i z o
avitaillement	a v i t a j m ɑ̃
avitailler	a v i t a j e
aviva	a v i v a
avivage	a v i v a ʒ
avivages	a v i v a ʒ
avivement	a v i v m ɑ̃
avocaillon	a v ɔ k a j ɔ̃
avocasser	a v ɔ k a s e
avocasserie	a v ɔ k a s ʁ i
avocassier	a v ɔ k a s j e
avocassière	a v ɔ k a s j ɛ ʁ
avocate	a v ɔ k a t
avocatier	a v ɔ k a t j e
avocette	a v ɔ s ɛ t
avocettes	a v ɔ s ɛ t
avodiré	a v ɔ d i ʁ e
avoir	a v w a ɾ
avoisiner	a v w a z i n e
avortement	a v ɔ ʁ t ə m ɑ̃
avortes	a v ɔ ʁ t
avortoir	a v ɔ ʁ t w a ʁ
avortés	a v ɔ ʁ t e
avrils	a v ʁ i l
avunculaire	a v ɔ̃ k y l ɛ ʁ
avérer	a v e ʁ e
aweille	a w ɛ j
axelle	a k s ɛ l
axer	a k s e
axial	a k s j a l
axiale	a k s j a l
axiales	a k s j a l
axiaux	a k s j o
axile	a k s i l
axino	a k s i n o
axiomatiser	a k s j ɔ m a t i z e
axion	a k s j ɔ̃
axipète	a k s i p ɛ t
axis	a k s i
axolotl	a k s ɔ l ɔ t l
axonge	a k s ɔ̃ ʒ
axoïde	a k s ɔ i d
axoïdien	a k s ɔ i d j ɛ̃
axoïdienne	a k s ɔ i d j ɛ n
aya	a j a
ayahuasca	a j a w a s k a
ayako	a j a k o
ayant	e j ɑ̃
ayatollah	a j a t ɔ l a
ayez	e j e
aylmer	e l m ɛ ʁ
aymara	ɛ j m a ʁ a
aymen	a j m ɛ n
aymeric	ɛ m ʁ i k
ayons	e j ɔ̃
ayoye	a j ɔ j
ayoù	a j u
ayumi	a j u m i
ayurvédique	a j y ʁ v e d i k
azali	a z a l i
azalisme	a z a l i s m
azalée	a z a l e
azawadienne	a z a w a d j ɛ n
azerbaïdjan	a z ɛ ʁ b a j d ʒ ɑ̃
azerbaïdjaniser	a z ɛ ʁ b a i d ʒ a n i z e
azerole	a z e ʁ ɔ l
azerty	a z ɛ ʁ t i
azilienne	a z i l j ɛ n
azimut	a z i m y t
azimutal	a z i m y t a l
azimutale	a z i m y t a l
azimutales	a z i m y t a l
azimuté	a z i m y t e
aznavourian	a z n a v u ʁ j ɑ̃
azobenzène	a z ɔ b ɛ̃ z ɛ n
azotate	a z ɔ t a t
azotes	a z ɔ t
azoteuse	a z ɔ t ø z
azotienne	a z ɔ s j ɛ n
azotite	a z ɔ t i t
azoïque	a z ɔ i k
azraël	a z ʁ a ɛ l
aztèque	a s t ɛ k
aztèques	a z t ɛ k
azulejo	a z u l e ʒ o
azure	a z y ʁ
azurite	a z y ʁ i t
azuréenne	a z y ʁ e ɛ n
azyme	a z i m
azzedine	a z e d i n
azédarach	a z e d a ʁ a k
azéotrope	a z e ɔ t ʁ ɔ p
azéotropes	a z e ɔ t ʁ ɔ p
azéotropique	a z e ɔ t ʁ ɔ p i k
azéotropiques	a z e ɔ t ʁ ɔ p i k
azépine	a z e p i n
azépines	a z e p i n
azéri	a z e ʁ i
aâda	a a d a
açaï	a s a i
açorien	a s ɔ ʁ j ɛ̃
açoréen	a s ɔ ʁ e ɛ̃
aède	a ɛ d
aère	a ɛ ʁ
aérable	a e ʁ a b l
aérateur	a e ʁ a t œ ʁ
aérations	a e ʁ a s j ɔ̃
aéraulique	a e ʁ o l i k
aéricole	a e ʁ i k ɔ l
aériennement	a e ʁ j ɛ n m ɑ̃
aérification	a e ʁ i f i k a s j ɔ̃
aérifier	a e ʁ i f j e
aériforme	a e ʁ i f ɔ ʁ m
aériser	a e ʁ i z e
aérium	a e ʁ j ɔ m
aéro	a e ʁ o
aérobase	a e ʁ ɔ b a z
aérobic	a e ʁ ɔ b i k
aérobie	a e ʁ ɔ b i
aérobiologie	a e ʁ ɔ b j ɔ l ɔ ʒ i
aérobiologique	a e ʁ ɔ b j ɔ l ɔ ʒ i k
aérobique	a e ʁ ɔ b i k
aérobiquement	a e ʁ ɔ b i k m ɑ̃
aérocellulaire	a e ʁ ɔ s e l y l ɛ ʁ
aéroclasseur	a e ʁ ɔ k l a s œ ʁ
aéroclub	a e ʁ o k l œ b
aérodrome	a e ʁ ɔ d ʁ o m
aérodromes	a e ʁ ɔ d ʁ o m
aérodynamique	a e ʁ ɔ d i n a m i k
aérodynamiquement	a e ʁ ɔ d i n a m i k m ɑ̃
aérodynamiques	a e ʁ ɔ d i n a m i k
aérodynamisme	a e ʁ ɔ d i n a m i s m
aérodyne	a e ʁ o d i n
aérogare	a e ʁ o ɡ a ʁ
aérogel	a e ʁ ɔ ʒ ɛ l
aéroglisseur	a e ʁ ɔ ɡ l i s œ ʁ
aérogramme	a e ʁ ɔ ɡ ʁ a m
aérographe	a e ʁ ɔ ɡ ʁ a f
aérolarguée	a e ʁ ɔ l a ʁ ɡ e
aérolite	a e ʁ ɔ l i t
aérolithe	a e ʁ ɔ l i t
aérolithique	a e ʁ ɔ l i t i k
aérologie	a e ʁ ɔ l ɔ ʒ i
aérologies	a e ʁ ɔ l ɔ ʒ i
aéromancie	a e ʁ ɔ m ɑ̃ s i
aéromancien	a e ʁ ɔ m ɑ̃ s j ɛ̃
aéromantique	a e ʁ ɔ m ɑ̃ t i k
aéromodélisme	a e ʁ ɔ m ɔ d e l i s m
aéromodéliste	a e ʁ ɔ m ɔ d e l i s t
aéromètre	a e ʁ ɔ m ɛ t ʁ
aérométrique	a e ʁ ɔ m e t ʁ i k
aéronaute	a e ʁ ɔ n o t
aéronautique	a e ʁ ɔ n o t i k
aéronautiques	a e ʁ ɔ n o t i k
aéronaval	a e ʁ ɔ n a v a l
aéronavale	a e ʁ ɔ n a v a l
aéronefs	a e ʁ ɔ n ɛ f
aéronien	a e ʁ ɔ n j ɛ̃
aéronienne	a e ʁ ɔ n j ɛ n
aéronomie	a e ʁ ɔ n ɔ m i
aéropalynologie	a e ʁ o p a l i n ɔ l ɔ ʒ i
aérophagie	a e ʁ ɔ f a ʒ i
aérophane	a e ʁ ɔ f a n
aérophile	a e ʁ ɔ f i l
aérophobe	a e ʁ ɔ f ɔ b
aérophone	a e ʁ ɔ f ɔ n
aérophore	a e ʁ ɔ f ɔ ʁ
aérophyte	a e ʁ ɔ f i t
aéroplane	a e ʁ ɔ p l a n
aéroponique	a e ʁ ɔ p ɔ n i k
aéroport	a e ʁ ɔ p ɔ ʁ
aéroportuaire	a e ʁ ɔ p ɔ ʁ t ɥ ɛ ʁ
aéroporté	a e ʁ ɔ p ɔ ʁ t e
aéropostal	a e ʁ ɔ p ɔ s t a l
aéroréfrigérant	a e ʁ ɔ ʁ e f ʁ i ʒ e ʁ ɑ̃
aéroscope	a e ʁ ɔ s k ɔ p
aérosol	a e ʁ ɔ s ɔ l
aérosolisé	a e ʁ ɔ s ɔ l i z e
aérosolisée	a e ʁ o s ɔ l i z e
aérospatial	a e ʁ ɔ s p a s j a l
aérospatiale	a e ʁ ɔ s p a s j a l
aérospatiales	a e ʁ ɔ s p a s j a l
aérospatiaux	a e ʁ ɔ s p a t j o
aérostathonion	a e ʁ ɔ s t a t ɔ n j ɔ̃
aérostatier	a e ʁ ɔ s t a s j e
aérostation	a e ʁ ɔ s t a s j ɔ̃
aérostier	a e ʁ ɔ s t j e
aérotechnique	a e ʁ ɔ t ɛ k n i k
aérotolérant	a e ʁ ɔ t ɔ l e ʁ ɑ̃
aérotolérante	a e ʁ o t ɔ l e ʁ ɑ̃ t
aérotrain	a e ʁ ɔ t ʁ ɛ̃
aéroélasticité	a e ʁ ɔ e l a s t i s i t e
aérées	a e ʁ e
aînesse	ɛ n ɛ s
aînées	e n e
aï	a i
aïcha	a i ʃ a
aïd	a i d
aïeuls	a j œ l
aïnou	a i n u
aïoli	a j ɔ l i
aïs	a i
aïssata	a i s a t a
aïssatou	a i s a t u
b'jour	b ʒ u ʁ
baalbeck	b a a l b ɛ k
baasiste	b a a s i s t
baassiste	b a a s i s t
baathiste	b a a t i s t
babaille	b a b a j
babet	b a b ɛ
babeurre	b a b œ ʁ
babi	b a b i
babiche	b a b i ʃ
babie	b a b i
babillage	b a b i j a ʒ
babine	b a b i n
babisme	b a b i s m
babolein	b a b ɔ l ɛ̃
babord	b a b ɔ ʁ
babtou	b a b t u
baby	b e b i
babyboom	b a b i b u m
babylonie	b a b i l ɔ n i
babylonien	b a b i l ɔ n j ɛ̃
babélienne	b a b e l j ɛ n
baccara	b a k a ʁ a
bacchante	b a k ɑ̃ t
bacchantes	b a k ɑ̃ t
bacchylide	b a k i l i d
bachelière	b a ʃ ə l j ɛ ʁ
bachelor	b a ʃ l ɔ ʁ
bachkir	b a ʃ k i ʁ
bachkirie	b a ʃ k i ʁ i
bachota	b a ʃ ɔ t a
bachotai	b a ʃ ɔ t e
bachotaient	b a ʃ ɔ t ɛ
bachotais	b a ʃ ɔ t ɛ
bachotait	b a ʃ ɔ t ɛ
bachotant	b a ʃ ɔ t ɑ̃
bachotas	b a ʃ ɔ t a
bachotasse	b a ʃ ɔ t a s
bachotassent	b a ʃ ɔ t a s
bachotasses	b a ʃ ɔ t a s
bachotassiez	b a ʃ ɔ t a s j e
bachotassions	b a ʃ ɔ t a s j ɔ̃
bachote	b a ʃ ɔ t
bachotent	b a ʃ ɔ t
bachoter	b a ʃ ɔ t e
bachotera	b a ʃ ɔ t ʁ a
bachoterai	b a ʃ ɔ t ʁ e
bachoteraient	b a ʃ ɔ t ʁ ɛ
bachoterais	b a ʃ ɔ t ʁ ɛ
bachoterait	b a ʃ ɔ t ʁ ɛ
bachoteras	b a ʃ ɔ t ʁ a
bachoterez	b a ʃ ɔ t ʁ e
bachoteriez	b a ʃ ɔ t ə ʁ j e
bachoterions	b a ʃ ɔ t ə ʁ j ɔ̃
bachoterons	b a ʃ ɔ t ʁ ɔ̃
bachoteront	b a ʃ ɔ t ʁ ɔ̃
bachotes	b a ʃ ɔ t
bachotez	b a ʃ ɔ t e
bachotiez	b a ʃ ɔ t j e
bachotions	b a ʃ ɔ t j ɔ̃
bachotons	b a ʃ ɔ t ɔ̃
bachotâmes	b a ʃ ɔ t a m
bachotât	b a ʃ ɔ t a
bachotâtes	b a ʃ ɔ t a t
bachotèrent	b a ʃ ɔ t ɛ ʁ
bachoté	b a ʃ ɔ t e
back	b a k
backgammon	b a k ɡ a m ɔ n
backside	b a k s a j d
bactriane	b a k t ʁ i j a n
bactrien	b a k t ʁ i j ɛ̃
bactéricide	b a k t e ʁ i s i d
bactériel	b a k t e ʁ j ɛ l
bactérielle	b a k t e ʁ j ɛ l
bactérien	b a k t e ʁ j ɛ̃
bactériologie	b a k t e ʁ j ɔ l ɔ ʒ i
bactériologique	b a k t e ʁ j ɔ l ɔ ʒ i k
bactériolysine	b a k t e ʁ j ɔ l i z i n
bactériophage	b a k t e ʁ j ɔ f a ʒ
bactériophages	b a k t e ʁ j ɔ f a ʒ
bactériostatique	b a k t e ʁ j ɔ s t a t i k
bactérique	b a k t e ʁ i k
bacujon	b a k y ʒ ɔ̃
badauderie	b a d o d ʁ i
bader	b a d e
baderne	b a d ɛ ʁ n
badgea	b a d ʒ a
badgeai	b a d ʒ e
badgeaient	b a d ʒ ɛ
badgeais	b a d ʒ ɛ
badgeait	b a d ʒ ɛ
badgeant	b a d ʒ ɑ̃
badgeas	b a d ʒ a
badgeasse	b a d ʒ a s
badgeassent	b a d ʒ a s
badgeasses	b a d ʒ a s
badgeassiez	b a d ʒ a s j e
badgeassions	b a d ʒ a s j ɔ̃
badgent	b a d ʒ
badgeons	b a d ʒ ɔ̃
badger	b a d ʒ e
badgera	b a d ʒ ə ʁ a
badgerai	b a d ʒ ə ʁ e
badgeraient	b a d ʒ ə ʁ ɛ
badgerais	b a d ʒ ə ʁ ɛ
badgerait	b a d ʒ ə ʁ ɛ
badgeras	b a d ʒ ə ʁ a
badgerez	b a d ʒ ə ʁ e
badgeriez	b a d ʒ ə ʁ j e
badgerions	b a d ʒ ə ʁ j ɔ̃
badgerons	b a d ʒ ə ʁ ɔ̃
badgeront	b a d ʒ ə ʁ ɔ̃
badges	b a d ʒ
badgez	b a d ʒ e
badgeâmes	b a d ʒ a m
badgeât	b a d ʒ a
badgeâtes	b a d ʒ a t
badgiez	b a d ʒ j e
badgions	b a d ʒ j ɔ̃
badgèrent	b a d ʒ ɛ ʁ
badgé	b a d ʒ e
badigeonner	b a d i ʒ ɔ n e
badigeonneur	b a d i ʒ ɔ n œ ʁ
badiste	b a d i s t
badlands	b a d l ɑ̃ d
badois	b a d w a
badr	b a d ə ʁ
baeckeoffe	b e k ɔ f
baffer	b a f e
baffle	b a f l
bafouer	b a f w e
bafouiller	b a f u j e
bagagiste	b a ɡ a ʒ i s t
bagasse	b a ɡ a s
bagel	b a ɡ ɛ l
baggy	b a ɡ i
bagnard	b a ɲ a ʁ
bagosse	b a ɡ ɔ s
bagotville	b a ɡ ɔ t v i l
bagou	b a ɡ u
bagouler	b a ɡ u l e
bagouse	b a ɡ u z
bagouze	b a ɡ u z
bagua	b a ɡ a
baguai	b a ɡ e
baguaient	b a ɡ ɛ
baguais	b a ɡ ɛ
baguait	b a ɡ ɛ
baguant	b a ɡ ɑ̃
baguas	b a ɡ a
baguasse	b a ɡ a s
baguassent	b a ɡ a s
baguasses	b a ɡ a s
baguassiez	b a ɡ a s j e
baguassions	b a ɡ a s j ɔ̃
baguenaude	b a ɡ n o d
baguenaudeuse	b a ɡ n o d ø z
baguent	b a ɡ
baguer	b a ɡ e
baguera	b a ɡ ʁ a
baguerai	b a ɡ ʁ e
bagueraient	b a ɡ ʁ ɛ
baguerais	b a ɡ ʁ ɛ
baguerait	b a ɡ ʁ ɛ
bagueras	b a ɡ ʁ a
baguerez	b a ɡ ʁ e
bagueriez	b a ɡ ə ʁ j e
baguerions	b a ɡ ə ʁ j ɔ̃
baguerons	b a ɡ ʁ ɔ̃
bagueront	b a ɡ ʁ ɔ̃
baguettisant	b a ɡ e t i z ɑ̃
baguettiser	b a ɡ e t i z e
baguez	b a ɡ e
baguiez	b a ɡ j e
baguions	b a ɡ j ɔ̃
baguons	b a ɡ ɔ̃
baguâmes	b a ɡ a m
baguât	b a ɡ a
baguâtes	b a ɡ a t
baguèrent	b a ɡ ɛ ʁ
bagué	b a ɡ e
baham	b a ɑ̃
bahamas	b a a m a
bahamienne	b a a m j ɛ n
bahaméen	b a a m e ɛ̃
bahaï	b a a i
bahaïsme	b a a i s m
bahloul	b a h l u l
bahreïn	b a ʁ ɛ j n
bahreïni	b a ʁ ɛ j n i
bahreïnien	b a ʁ ɛ j n j ɛ̃
bahreïnienne	b a ʁ ɛ j n j ɛ n
baie	b e
baignade	b e ɲ a d
baignoire	b e n w a ʁ
baiji	b a j ʒ i
bailler	b a j e
bailleresse	b a j ʁ ɛ s
bailliage	b a j a ʒ
bailliagère	b a j j a ʒ ɛ ʁ
baillivale	b a j i v a l
baillive	b a j i v
bainghen	b ɛ̃ ɡ ɑ̃
baisable	b e z a b l
baisage	b e z a ʒ
baisant	b e z ɑ̃
baisemain	b ɛ z m ɛ̃
baisent	b ɛ z
baisenville	b e z ɑ̃ v i l
baiser	b e z e
baises	b ɛ z
baiseur	b e z œ ʁ
baisodrome	b e z ɔ d ʁ ɔ m
baisodromes	b e z ɔ d ʁ ɔ m
baisons	b e z ɔ̃
baisota	b e z ɔ t a
baisotai	b e z ɔ t e
baisotaient	b e z ɔ t ɛ
baisotais	b e z ɔ t ɛ
baisotait	b e z ɔ t ɛ
baisotant	b e z ɔ t ɑ̃
baisotas	b e z ɔ t a
baisotasse	b e z ɔ t a s
baisotassent	b e z ɔ t a s
baisotasses	b e z ɔ t a s
baisotassiez	b e z ɔ t a s j e
baisotassions	b e z ɔ t a s j ɔ̃
baisote	b e z ɔ t
baisotent	b e z ɔ t
baisotera	b e z ɔ t ʁ a
baisoterai	b e z ɔ t ʁ e
baisoteraient	b e z ɔ t ʁ ɛ
baisoterais	b e z ɔ t ʁ ɛ
baisoterait	b e z ɔ t ʁ ɛ
baisoteras	b e z ɔ t ʁ a
baisoterez	b e z ɔ t ʁ e
baisoteriez	b e z ɔ t ə ʁ j e
baisoterions	b e z ɔ t ə ʁ j ɔ̃
baisoterons	b e z ɔ t ʁ ɔ̃
baisoteront	b e z ɔ t ʁ ɔ̃
baisotes	b e z ɔ t
baisotez	b e z ɔ t e
baisotiez	b e z ɔ t j e
baisotions	b e z ɔ t j ɔ̃
baisotons	b e z ɔ t ɔ̃
baisotâmes	b e z ɔ t a m
baisotât	b e z ɔ t a
baisotâtes	b e z ɔ t a t
baisotèrent	b e z ɔ t ɛ ʁ
baisoté	b e z ɔ t e
baisé	b e z e
bajoue	b a ʒ u
bajoyer	b a ʒ w a j e
bakavi	b a k a v i
bakchich	b a k ʃ i ʃ
bakhmout	b a k m u t
bakinois	b a k i n w a
bakinoise	b a k i n w a z
bakinoises	b a k i n w a z
bakouninienne	b a k u n i n j ɛ n
bakélite	b a k e l i t
baladeur	b a l a d œ ʁ
baladeuse	b a l a d ø z
balado	b a l a d o
baladodiffuseur	b a l a d ɔ d i f y z œ ʁ
baladodiffusion	b a l a d o d i f y z j ɔ̃
balafon	b a l a f ɔ̃
balafra	b a l a f ʁ a
balafrai	b a l a f ʁ e
balafraient	b a l a f ʁ ɛ
balafrais	b a l a f ʁ ɛ
balafrant	b a l a f ʁ ɑ̃
balafras	b a l a f ʁ a
balafrasse	b a l a f ʁ a s
balafrassent	b a l a f ʁ a s
balafrasses	b a l a f ʁ a s
balafrassiez	b a l a f ʁ a s j e
balafrassions	b a l a f ʁ a s j ɔ̃
balafrent	b a l a f ʁ
balafrera	b a l a f ʁ ə ʁ a
balafrerai	b a l a f ʁ ə ʁ e
balafreraient	b a l a f ʁ ə ʁ ɛ
