de	d e
ecranul	e k r a n u
elita	e l i t a
episcopii	e p i s k o p i j
evită	e v i t ə
expiră	e k s p i r ə
explozii	e k s p l o z i j
extensie	e k s t e n s i e
extrage	e k s t r a d͡ʒ e
family	f a m i l i
finn	f i n
florale	f l o r a l e
freud	f r e u d
frontală	f r o n t a l ə
frumosul	f r u m o s u
funcționării	f u n k t͡s i o n ə r i j
fundații	f u n d a t͡s i j
genunchii	d͡ʒ e n u n k i j
geto	d͡ʒ e t o
gherman	ɡ e r m a n
grafica	ɡ r a f i k a
gustat	ɡ u s t a t
gândea	ɡ ɨ n d e̯ a
hbo	h b o
henderson	h e n d e r s o n
ideologie	i d e o l o d͡ʒ i e
illinois	i l i n o j s
imense	i m e n s e
inaintea	i n a i n t e̯ a
indonezia	i n d o n e z i a
informează	i n f o r m e̯ a z ə
instalația	i n s t a l a t͡s i a
instalează	i n s t a l e̯ a z ə
insuficient	i n s u f i t͡ʃ i e n t
inteligenței	i n t e l i d͡ʒ e n t͡s e j
inteligenți	i n t e l i d͡ʒ e n t͡sʲ
intermediare	i n t e r m e d i a r e
intimitatea	i n t i m i t a t e̯ a
investițiile	i n v e s t i t͡s i i l e
iordan	j o r d a n
județelor	ʒ u d e t͡s e l o r
liric	l i r i k
locuințele	l o k u i n t͡s e l e
maia	m a j a
manastirea	m a n a s t i r e̯ a
manevră	m a n e v r ə
manifesta	m a n i f e s t a
manipularea	m a n i p u l a r e̯ a
marmației	m a r m a t͡s i e j
medico	m e d i k o
menționați	m e n t͡s i o n a t͡sʲ
migrația	m i ɡ r a t͡s i a
milenii	m i l e n i j
misiunilor	m i s i u n i l o r
mișcat	m i ʃ k a t
montreal	m o n t r e̯ a l
mozart	m o z a r t
multitudine	m u l t i t u d i n e
municipală	m u n i t͡ʃ i p a l ə
mușchilor	m u ʃ k i l o r
mărfurilor	m ə r f u r i l o r
mărturisire	m ə r t u r i s i r e
măști	m ə ʃ tʲ
naibii	n a j b i j
negociat	n e ɡ o t͡ʃ i a t
obișnuiesc	o b i ʃ n u j e s k
obosită	o b o s i t ə
obosiți	o b o s i t͡sʲ
oms	o m s
opțiunile	o p t͡s i u n i l e
percepută	p e r t͡ʃ e p u t ə
permitea	p e r m i t e̯ a
peterson	p e t e r s o n
pina	p i n a
pixeli	p i k s e l i
platformei	p l a t f o r m e j
plictisitoare	p l i k t i s i t o̯ a r e
pompa	p o m p a
portar	p o r t a r
portofoliul	p o r t o f o l i u
porțiunea	p o r t͡s i u n e̯ a
postat	p o s t a t
predeal	p r e d e̯ a l
prelungire	p r e l u n d͡ʒ i r e
prenume	p r e n u m e
prenumele	p r e n u m e l e
procedurile	p r o t͡ʃ e d u r i l e
producerii	p r o d u t͡ʃ e r i j
promisiunile	p r o m i s i u n i l e
proveniți	p r o v e n i t͡sʲ
psihic	p s i h i k
punându	p u n ɨ n d u
racheta	r a k e t a
ramon	r a m o n
redactat	r e d a k t a t
relatii	r e l a t i j
report	r e p o r t
revoluționară	r e v o l u t͡s i o n a r ə
rupert	r u p e r t
sanse	s a n s e
sară	s a r ə
scăpare	s k ə p a r e
serbiei	s e r b i e j
sexe	s e k s e
sinceritate	s i n t͡ʃ e r i t a t e
sintetice	s i n t e t i t͡ʃ e
smart	s m a r t
solicita	s o l i t͡ʃ i t a
stephanie	s t e f a n i e
strategiei	s t r a t e d͡ʒ i e j
studiate	s t u d i a t e
suferind	s u f e r i n d
tanar	t a n a r
tech	t e k
tehnologiilor	t e h n o l o d͡ʒ i i l o r
terase	t e r a s e
they	t e j
transferuri	t r a n s f e r u rʲ
tranziția	t r a n z i t͡s i a
trimiți	t r i m i t͡sʲ
truman	t r u m a n
turcești	t u r t͡ʃ e ʃ tʲ
tăriceanu	t ə r i t͡ʃ e̯ a n u
umanitatea	u m a n i t a t e̯ a
usturoi	u s t u r o j
valurile	v a l u r i l e
venele	v e n e l e
vers	v e r s
wendy	w e n d i
willis	w i l i s
work	w o r k
împrejurimile	ɨ m p r e ʒ u r i m i l e
împărăția	ɨ m p ə r ə t͡s i a
închinat	ɨ n k i n a t
încântată	ɨ n k ɨ n t a t ə
îndemnat	ɨ n d e m n a t
îndrăznit	ɨ n d r ə z n i t
înseamna	ɨ n s e̯ a m n a
întîmplat	ɨ n t ɨ m p l a t
învingă	ɨ n v i n ɡ ə
învățătură	ɨ n v ə t͡s ə t u r ə
actelor	a k t e l o r
acu	a k u
admir	a d m i r
adulților	a d u l t͡s i l o r
airbus	a i r b u s
altei	a l t e j
ambulanța	a m b u l a n t͡s a
anita	a n i t a
armonia	a r m o n i a
articolelor	a r t i k o l e l o r
asistentă	a s i s t e n t ə
asteptat	a s t e p t a t
atacați	a t a k a t͡sʲ
avort	a v o r t
award	a w a r d
biscuiți	b i s k u i t͡sʲ
blestem	b l e s t e m
bon	b o n
buc	b u k
bugetului	b u d͡ʒ e t u l u j
calcule	k a l k u l e
camerelor	k a m e r e l o r
cartierului	k a r t i e r u l u j
carton	k a r t o n
cască	k a s k ə
cealalta	t͡ʃ e̯ a l a l t a
celebrului	t͡ʃ e l e b r u l u j
cercurile	t͡ʃ e r k u r i l e
cheme	k e m e
cinematografe	t͡ʃ i n e m a t o ɡ r a f e
cohen	k o h e n
colțurile	k o l t͡s u r i l e
combinația	k o m b i n a t͡s i a
competițional	k o m p e t i t͡s i o n a l
comportamente	k o m p o r t a m e n t e
conceptele	k o n t͡ʃ e p t e l e
confecționate	k o n f e k t͡s i o n a t e
consolida	k o n s o l i d a
consult	k o n s u l t
contabilitate	k o n t a b i l i t a t e
contestată	k o n t e s t a t ə
corecta	k o r e k t a
craiovei	k r a j o v e j
cumnatul	k u m n a t u
cupe	k u p e
curgă	k u r ɡ ə
damon	d a m o n
declanșează	d e k l a n ʃ e̯ a z ə
demonii	d e m o n i j
dependentă	d e p e n d e n t ə
deschisa	d e s k i s a
despart	d e s p a r t
dialoguri	d i a l o ɡ u rʲ
dinamice	d i n a m i t͡ʃ e
diplomatică	d i p l o m a t i k ə
dispăruți	d i s p ə r u t͡sʲ
dorită	d o r i t ə
dracula	d r a k u l a
drăgan	d r ə ɡ a n
eficiență	e f i t͡ʃ i e n t͡s ə
elite	e l i t e
erasmus	e r a s m u s
etica	e t i k a
evaluat	e v a l u a t
examinare	e ɡ z a m i n a r e
exemplele	e ɡ z e m p l e l e
existenta	e ɡ z i s t e n t a
experimental	e k s p e r i m e n t a l
expertul	e k s p e r t u
explorer	e k s p l o r e r
fabulos	f a b u l o s
faima	f a j m a
fapta	f a p t a
filosof	f i l o s o f
fluturi	f l u t u rʲ
fuziune	f u z i u n e
gașca	ɡ a ʃ k a
gurii	ɡ u r i j
gurile	ɡ u r i l e
guvernează	ɡ u v e r n e̯ a z ə
hoț	h o t͡s
hrănit	h r ə n i t
identică	i d e n t i k ə
iluzii	i l u z i j
inițiate	i n i t͡s i a t e
instruit	i n s t r u i t
integrării	i n t e ɡ r ə r i j
invadat	i n v a d a t
invitatul	i n v i t a t u
jandarmeriei	ʒ a n d a r m e r i e j
judy	ʒ u d i
kentucky	k e n t u k i
latură	l a t u r ə
loial	l o j a l
lânga	l ɨ n ɡ a
marianne	m a r i a n n e
marta	m a r t a
menționăm	m e n t͡s i o n ə m
meritele	m e r i t e l e
minele	m i n e l e
mostre	m o s t r e
mozaic	m o z a i k
mănăstirile	m ə n ə s t i r i l e
mărimi	m ə r i mʲ
măsurat	m ə s u r a t
nicodim	n i k o d i m
nicolescu	n i k o l e s k u
normali	n o r m a lʲ
numeroaselor	n u m e r o̯ a s e l o r
numeroasă	n u m e r o̯ a s ə
oaselor	o̯ a s e l o r
obraz	o b r a z
oltului	o l t u l u j
optimi	o p t i mʲ
organizatorii	o r ɡ a n i z a t o r i j
pal	p a l
pașii	p a ʃ i j
pedepse	p e d e p s e
pensionat	p e n s i o n a t
periodică	p e r i o d i k ə
plantei	p l a n t e j
pleșu	p l e ʃ u
plângea	p l ɨ n d͡ʒ a
pornească	p o r n e̯ a s k ə
porunca	p o r u n k a
posesie	p o s e s i e
povestire	p o v e s t i r e
preliminară	p r e l i m i n a r ə
preparare	p r e p a r a r e
prezentul	p r e z e n t u
președinției	p r e ʃ e d i n t͡s i e j
prinse	p r i n s e
prisma	p r i s m a
producătorului	p r o d u k ə t o r u l u j
promoție	p r o m o t͡s i e
prosop	p r o s o p
psihică	p s i h i k ə
purtătorul	p u r t ə t o r u
quentin	k w e n t i n
rame	r a m e
reabilitarea	r e a b i l i t a r e̯ a
recolta	r e k o l t a
recomandarea	r e k o m a n d a r e̯ a
redat	r e d a t
regii	r e d͡ʒ i j
regulament	r e ɡ u l a m e n t
religiilor	r e l i d͡ʒ i i l o r
renunțăm	r e n u n t͡s ə m
retrag	r e t r a ɡ
riscă	r i s k ə
sanda	s a n d a
scaunele	s k a u n e l e
sclavii	s k l a v i j
scule	s k u l e
sedinta	s e d i n t a
selectivă	s e l e k t i v ə
semeni	s e m e nʲ
semnifică	s e m n i f i k ə
semăna	s e m ə n a
serafim	s e r a f i m
singh	s i n ɡ
sonda	s o n d a
speciali	s p e t͡ʃ i a lʲ
speciei	s p e t͡ʃ i e j
sprijinului	s p r i ʒ i n u l u j
stabilim	s t a b i l i m
stanford	s t a n f o r d
stars	s t a r s
straturile	s t r a t u r i l e
suferite	s u f e r i t e
supărare	s u p ə r a r e
sărbătorii	s ə r b ə t o r i j
timbru	t i m b r u
tucker	t u k e r
turnului	t u r n u l u j
tuse	t u s e
tăiată	t ə j a t ə
ucenic	u t͡ʃ e n i k
umorului	u m o r u l u j
uniforme	u n i f o r m e
union	u n i o n
valorificarea	v a l o r i f i k a r e̯ a
vampir	v a m p i r
verticale	v e r t i k a l e
vesele	v e s e l e
vestică	v e s t i k ə
veterinar	v e t e r i n a r
vintilă	v i n t i l ə
vital	v i t a l
încercam	ɨ n t͡ʃ e r k a m
închei	ɨ n k e j
îndeplinesc	ɨ n d e p l i n e s k
îngrozit	ɨ n ɡ r o z i t
învățători	ɨ n v ə t͡s ə t o rʲ
înțelegerii	ɨ n t͡s e l e d͡ʒ e r i j
ședințele	ʃ e d i n t͡s e l e
șomajului	ʃ o m a ʒ u l u j
abc	a b k
access	a k t͡ʃ e s
achitat	a k i t a t
achiziția	a k i z i t͡s i a
actorie	a k t o r i e
acvatice	a k v a t i t͡ʃ e
adoră	a d o r ə
alianțe	a l i a n t͡s e
aliate	a l i a t e
alocuri	a l o k u rʲ
amenda	a m e n d a
amuzante	a m u z a n t e
anulată	a n u l a t ə
aprinsă	a p r i n s ə
aprovizionarea	a p r o v i z i o n a r e̯ a
ardă	a r d ə
arterială	a r t e r i a l ə
aruncate	a r u n k a t e
atata	a t a t a
atenției	a t e n t͡s i e j
așteptarea	a ʃ t e p t a r e̯ a
bacteriile	b a k t e r i i l e
bad	b a d
bagheta	b a ɡ e t a
bai	b a j
balonul	b a l o n u
baruri	b a r u rʲ
baxter	b a k s t e r
belgian	b e l d͡ʒ i a n
bonnie	b o n n i e
broasca	b r o̯ a s k a
burete	b u r e t e
bătea	b ə t e̯ a
cablul	k a b l u
casete	k a s e t e
ceasuri	t͡ʃ e̯ a s u rʲ
cedează	t͡ʃ e d e̯ a z ə
ceramice	t͡ʃ e r a m i t͡ʃ e
cinematografice	t͡ʃ i n e m a t o ɡ r a f i t͡ʃ e
cody	k o d i
comercializate	k o m e r t͡ʃ i a l i z a t e
competența	k o m p e t e n t͡s a
confecționat	k o n f e k t͡s i o n a t
conferit	k o n f e r i t
confrunta	k o n f r u n t a
consacrate	k o n s a k r a t e
constructor	k o n s t r u k t o r
copacilor	k o p a t͡ʃ i l o r
corona	k o r o n a
corporală	k o r p o r a l ə
croazieră	k r o̯ a z i e r ə
dame	d a m e
decisivă	d e t͡ʃ i s i v ə
destinului	d e s t i n u l u j
devina	d e v i n a
dietă	d i e t ə
dinte	d i n t e
dionisie	d i o n i s i e
dormitorul	d o r m i t o r u
dragoni	d r a ɡ o nʲ
duceți	d u t͡ʃ e t͡sʲ
echipamentelor	e k i p a m e n t e l o r
eparhiei	e p a r h i e j
estimate	e s t i m a t e
eternă	e t e r n ə
favorite	f a v o r i t e
fixate	f i k s a t e
fișa	f i ʃ a
fostele	f o s t e l e
gaza	ɡ a z a
gheața	ɡ e̯ a t͡s a
grupelor	ɡ r u p e l o r
hristoase	h r i s t o̯ a s e
identifice	i d e n t i f i t͡ʃ e
iisuse	i i s u s e
incapacitatea	i n k a p a t͡ʃ i t a t e̯ a
indiană	i n d i a n ə
infecția	i n f e k t͡s i a
informatie	i n f o r m a t i e
inspectoratul	i n s p e k t o r a t u
inspirația	i n s p i r a t͡s i a
insuficiență	i n s u f i t͡ʃ i e n t͡s ə
invazia	i n v a z i a
izolată	i z o l a t ə
ja	ʒ a
lactate	l a k t a t e
lipsească	l i p s e̯ a s k ə
list	l i s t
livada	l i v a d a
locuiască	l o k u j a s k ə
loialitate	l o j a l i t a t e
lovesc	l o v e s k
loviturile	l o v i t u r i l e
luându	l u ɨ n d u
martorul	m a r t o r u
marvin	m a r v i n
mat	m a t
memorial	m e m o r i a l
mick	m i k
microunde	m i k r o u n d e
migrație	m i ɡ r a t͡s i e
mizil	m i z i l
mol	m o l
monitor	m o n i t o r
mureșului	m u r e ʃ u l u j
natalie	n a t a l i e
nemulțumirea	n e m u l t͡s u m i r e̯ a
nordice	n o r d i t͡ʃ e
oastea	o̯ a s t e̯ a
obligații	o b l i ɡ a t͡s i j
observe	o b s e r v e
obțineți	o b t͡s i n e t͡sʲ
oferte	o f e r t e
oltchim	o l t k i m
opun	o p u n
pata	p a t a
plantat	p l a n t a t
poemele	p o e m e l e
poirot	p o j r o t
poluarea	p o l u a r e̯ a
por	p o r
precară	p r e k a r ə
primilor	p r i m i l o r
promovării	p r o m o v ə r i j
pătrundă	p ə t r u n d ə
qatar	k a t a r
ramurile	r a m u r i l e
rana	r a n a
regrete	r e ɡ r e t e
relevă	r e l e v ə
replici	r e p l i t͡ʃʲ
rica	r i k a
ritualuri	r i t u a l u rʲ
rogi	r o d͡ʒ i
rss	r e s e s e
râurile	r ɨ u r i l e
războaiele	r ə z b o̯ a j e l e
sacră	s a k r ə
senzori	s e n z o rʲ
shadow	ʃ a d o w
simpli	s i m p l i
soldaților	s o l d a t͡s i l o r
sorescu	s o r e s k u
sperat	s p e r a t
statistica	s t a t i s t i k a
stema	s t e m a
subsolul	s u b s o l u
suferea	s u f e r e̯ a
suflă	s u f l ə
telecomanda	t e l e k o m a n d a
termenilor	t e r m e n i l o r
theresa	t e r e s a
tribune	t r i b u n e
trimitere	t r i m i t e r e
trotuar	t r o t u a r
ucise	u t͡ʃ i s e
urmăm	u r m ə m
urâte	u r ɨ t e
valorează	v a l o r e̯ a z ə
vizitată	v i z i t a t ə
wars	w a r s
zapada	z a p a d a
împușcați	ɨ m p u ʃ k a t͡sʲ
înaintarea	ɨ n a i n t a r e̯ a
înfățișarea	ɨ n f ə t͡s i ʃ a r e̯ a
îngrijorare	ɨ n ɡ r i ʒ o r a r e
însoțește	ɨ n s o t͡s e ʃ t e
întreprinderile	ɨ n t r e p r i n d e r i l e
înțelegeri	ɨ n t͡s e l e d͡ʒ e rʲ
țineau	t͡s i n e̯ a w
ab	a b
acad	a k a d
administratorul	a d m i n i s t r a t o r u
admirat	a d m i r a t
afișează	a f i ʃ e̯ a z ə
allan	a l l a n
amuzantă	a m u z a n t ə
anexă	a n e k s ə
antrenează	a n t r e n e̯ a z ə
aprobate	a p r o b a t e
apuci	a p u t͡ʃʲ
arenă	a r e n ə
arhive	a r h i v e
arsă	a r s ə
artera	a r t e r a
articulare	a r t i k u l a r e
aruncată	a r u n k a t ə
asociațiilor	a s o t͡ʃ i a t͡s i i l o r
atanasie	a t a n a s i e
barba	b a r b a
baron	b a r o n
bear	b e̯ a r
belgiei	b e l d͡ʒ i e j
benedict	b e n e d i k t
beneficiile	b e n e f i t͡ʃ i i l e
benny	b e n n i
benzile	b e n z i l e
bineinteles	b i n e i n t e l e s
brett	b r e t
calculatorului	k a l k u l a t o r u l u j
canon	k a n o n
caracteristicilor	k a r a k t e r i s t i t͡ʃ i l o r
carson	k a r s o n
celeilalte	t͡ʃ e l e j l a l t e
cititorul	t͡ʃ i t i t o r u
clujeni	k l u ʒ e nʲ
colaboreze	k o l a b o r e z e
combatere	k o m b a t e r e
comentariile	k o m e n t a r i i l e
comenzile	k o m e n z i l e
computere	k o m p u t e r e
concentrarea	k o n t͡ʃ e n t r a r e̯ a
confundat	k o n f u n d a t
coșbuc	k o ʃ b u k
cubi	k u b i
curier	k u r i e r
cuțite	k u t͡s i t e
cântarea	k ɨ n t a r e̯ a
dani	d a nʲ
dedică	d e d i k ə
despărțire	d e s p ə r t͡s i r e
detașat	d e t a ʃ a t
detectarea	d e t e k t a r e̯ a
dezamăgire	d e z a m ə d͡ʒ i r e
diminuarea	d i m i n u a r e̯ a
directiva	d i r e k t i v a
donație	d o n a t͡s i e
dușmanul	d u ʃ m a n u
dădeam	d ə d e̯ a m
edmund	e d m u n d
eliberate	e l i b e r a t e
elicoptere	e l i k o p t e r e
eticheta	e t i k e t a
facto	f a k t o
facute	f a k u t e
felie	f e l i e
fiice	f i i t͡ʃ e
filmările	f i l m ə r i l e
filosofiei	f i l o s o f i e j
frederick	f r e d e r i k
furnizori	f u r n i z o rʲ
ghost	ɡ o s t
gripă	ɡ r i p ə
haosul	h a o s u
ideologice	i d e o l o d͡ʒ i t͡ʃ e
iehova	j e h o v a
importanței	i m p o r t a n t͡s e j
inginerii	i n d͡ʒ i n e r i j
ingrediente	i n ɡ r e d i e n t e
interacțiune	i n t e r a k t͡s i u n e
interpret	i n t e r p r e t
ipoteze	i p o t e z e
irlandei	i r l a n d e j
jerome	ʒ e r o m e
jucam	ʒ u k a m
jumătăți	ʒ u m ə t ə t͡sʲ
kanal	k a n a l
lanțului	l a n t͡s u l u j
liturghia	l i t u r ɡ i a
livrarea	l i v r a r e̯ a
maniera	m a n i e r a
manuală	m a n u a l ə
mariajul	m a r i a ʒ u
maritim	m a r i t i m
maroc	m a r o k
maselor	m a s e l o r
melissa	m e l i s a
metodei	m e t o d e j
meșteri	m e ʃ t e rʲ
mijlocie	m i ʒ l o t͡ʃ i e
mitologia	m i t o l o d͡ʒ i a
molly	m o l i
mulțimii	m u l t͡s i m i j
muzician	m u z i t͡ʃ i a n
mânie	m ɨ n i e
mîine	m ɨ i n e
mădălina	m ə d ə l i n a
mărunte	m ə r u n t e
navelor	n a v e l o r
nisporeni	n i s p o r e nʲ
născute	n ə s k u t e
obisnuit	o b i s n u i t
ocupația	o k u p a t͡s i a
ofera	o f e r a
operelor	o p e r e l o r
optic	o p t i k
oregon	o r e ɡ o n
oxigenul	o k s i d͡ʒ e n u
patterson	p a t t e r s o n
pată	p a t ə
pensia	p e n s i a
peșteri	p e ʃ t e rʲ
philippe	f i l i p p e
pierderilor	p j e r d e r i l o r
plăcile	p l ə t͡ʃ i l e
poeții	p o e t͡s i j
portarul	p o r t a r u
preciza	p r e t͡ʃ i z a
prevenire	p r e v e n i r e
priveliște	p r i v e l i ʃ t e
prodan	p r o d a n
profunzime	p r o f u n z i m e
propunerile	p r o p u n e r i l e
rafael	r a f a e l
ramona	r a m o n a
rană	r a n ə
rațiunii	r a t͡s i u n i j
read	r e̯ a d
recomandare	r e k o m a n d a r e
reducând	r e d u k ɨ n d
relaxați	r e l a k s a t͡sʲ
renumitul	r e n u m i t u
repare	r e p a r e
repete	r e p e t e
restabilirea	r e s t a b i l i r e̯ a
rise	r i s e
roberto	r o b e r t o
rufe	r u f e
răpirea	r ə p i r e̯ a
salvată	s a l v a t ə
sasha	s a ʃ a
sclav	s k l a v
separă	s e p a r ə
sfințirea	s f i n t͡s i r e̯ a
sfârșitului	s f ɨ r ʃ i t u l u j
sfătuiesc	s f ə t u j e s k
shop	ʃ o p
sic	s i k
sighetu	s i ɡ e t u
simbolice	s i m b o l i t͡ʃ e
spațial	s p a t͡s i a l
spațiilor	s p a t͡s i i l o r
spirite	s p i r i t e
stabiliți	s t a b i l i t͡sʲ
stelelor	s t e l e l o r
sti	s t i
suspendată	s u s p e n d a t ə
săgeți	s ə d͡ʒ e t͡sʲ
tematice	t e m a t i t͡ʃ e
temerile	t e m e r i l e
teolog	t e o l o ɡ
teză	t e z ə
toronto	t o r o n t o
transferă	t r a n s f e r ə
traversarea	t r a v e r s a r e̯ a
tribului	t r i b u l u j
tricouri	t r i k o u rʲ
true	t r u e
tîrziu	t ɨ r z i w
tărâm	t ə r ɨ m
unească	u n e̯ a s k ə
unesc	u n e s k
ungare	u ŋ ɡ a r e
ungurii	u ŋ ɡ u r i j
vaccin	v a k t͡ʃ i n
vampiri	v a m p i rʲ
variabil	v a r i a b i l
vinci	v i n t͡ʃʲ
vindecare	v i n d e k a r e
voluntarilor	v o l u n t a r i l o r
vroia	v r o j a
well	w e l
îmbogățit	ɨ m b o ɡ ə t͡s i t
încuraja	ɨ n k u r a ʒ a
întrece	ɨ n t r e t͡ʃ e
întrecut	ɨ n t r e k u t
acumulate	a k u m u l a t e
aleasa	a l e̯ a s a
amestecă	a m e s t e k ə
amintind	a m i n t i n d
antim	a n t i m
apelează	a p e l e̯ a z ə
aprinse	a p r i n s e
apăsați	a p ə s a t͡sʲ
aristotel	a r i s t o t e l
aromă	a r o m ə
asachi	a s a kʲ
asociațiile	a s o t͡ʃ i a t͡s i i l e
aspectului	a s p e k t u l u j
ateneul	a t e n e w
audit	a u d i t
bariera	b a r i e r a
baroc	b a r o k
birourile	b i r o u r i l e
bla	b l a
blocarea	b l o k a r e̯ a
board	b o̯ a r d
boca	b o k a
borș	b o r ʃ
brazi	b r a zʲ
candida	k a n d i d a
candy	k a n d i
cartile	k a r t i l e
catedră	k a t e d r ə
cazut	k a z u t
cenzura	t͡ʃ e n z u r a
chinezii	k i n e z i j
citată	t͡ʃ i t a t ə
civilizat	t͡ʃ i v i l i z a t
clanului	k l a n u l u j
coarne	k o̯ a r n e
comedia	k o m e d i a
comite	k o m i t e
competențe	k o m p e t e n t͡s e
complot	k o m p l o t
compozitorul	k o m p o z i t o r u
comunitare	k o m u n i t a r e
condiționată	k o n d i t͡s i o n a t ə
continuați	k o n t i n u a t͡sʲ
conținea	k o n t͡s i n e̯ a
conțină	k o n t͡s i n ə
cosmetice	k o s m e t i t͡ʃ e
creăm	k r e ə m
crimelor	k r i m e l o r
criminale	k r i m i n a l e
cuie	k u j e
cules	k u l e s
cuminți	k u m i n t͡sʲ
cumpăna	k u m p ə n a
cumpărător	k u m p ə r ə t o r
curierul	k u r i e r u
călugării	k ə l u ɡ ə r i j
căpșuni	k ə p ʃ u nʲ
cărnii	k ə r n i j
declarațiile	d e k l a r a t͡s i i l e
decorarea	d e k o r a r e̯ a
decorativ	d e k o r a t i v
deliberat	d e l i b e r a t
delicioase	d e l i t͡ʃ o̯ a s e
determinare	d e t e r m i n a r e
deșteaptă	d e ʃ t e̯ a p t ə
difuzare	d i f u z a r e
directoare	d i r e k t o̯ a r e
dirijat	d i r i ʒ a t
doliu	d o l j u
doris	d o r i s
dual	d u a l
duo	d u o
durerile	d u r e r i l e
fantoma	f a n t o m a
fierul	f j e r u
filială	f i l i a l ə
filmate	f i l m a t e
filosofice	f i l o s o f i t͡ʃ e
fișierul	f i ʃ i e r u
folositi	f o l o s i tʲ
forul	f o r u
gale	ɡ a l e
generarea	d͡ʒ e n e r a r e̯ a
globului	ɡ l o b u l u j
grasă	ɡ r a s ə
greva	ɡ r e v a
grevă	ɡ r e v ə
guvernelor	ɡ u v e r n e l o r
găseau	ɡ ə s e̯ a w
hale	h a l e
hardy	h a r d i
ice	i t͡ʃ e
instanta	i n s t a n t a
interveni	i n t e r v e nʲ
inventar	i n v e n t a r
jedi	ʒ e dʲ
jenkins	ʒ e n k i n s
judecătorească	ʒ u d e k ə t o r e̯ a s k ə
kids	k i d s
larga	l a r ɡ a
last	l a s t
legăturilor	l e ɡ ə t u r i l o r
lupt	l u p t
managementului	m a n a d͡ʒ e m e n t u l u j
mentionat	m e n t i o n a t
micu	m i k u
mlaștină	m l a ʃ t i n ə
necesari	n e t͡ʃ e s a rʲ
neplăcută	n e p l ə k u t ə
nevinovați	n e v i n o v a t͡sʲ
nevoilor	n e v o j l o r
nicolas	n i k o l a s
nixon	n i k s o n
nobile	n o b i l e
notabile	n o t a b i l e
nucleu	n u k l e w
occidentali	o k t͡ʃ i d e n t a lʲ
ocup	o k u p
olandei	o l a n d e j
orizontul	o r i z o n t u
panou	p a n o w
pavilion	p a v i l i o n
paștelui	p a ʃ t e l u j
pedepsei	p e d e p s e j
perna	p e r n a
peru	p e r u
picard	p i k a r d
pierderii	p j e r d e r i j
plănuit	p l ə n u i t
polo	p o l o
poluare	p o l u a r e
presedintelui	p r e s e d i n t e l u j
prezidențială	p r e z i d e n t͡s i a l ə
privință	p r i v i n t͡s ə
procuratura	p r o k u r a t u r a
profile	p r o f i l e
protocoale	p r o t o k o̯ a l e
pulsul	p u l s u
putini	p u t i nʲ
păpușă	p ə p u ʃ ə
raporta	r a p o r t a
recunoști	r e k u n o ʃ tʲ
regimentul	r e d͡ʒ i m e n t u
regulamentului	r e ɡ u l a m e n t u l u j
relevant	r e l e v a n t
respecți	r e s p e k t͡sʲ
