de	d e
isimlerinin	i s i m l e ɾ i n i n
istemiştir	i s t e m i ʃ t i ɾ
isteyebilir	i s t e j e b i l i ɾ
içmeyi	i t͡ʃ m e j i
kafadan	k a f a d a n
kafkasya	k a f k a s j a
kalacaktır	k a ɫ a d͡ʒ a k t ɯ ɾ
kalacağını	k a ɫ a d͡ʒ a ɯ n ɯ
kalecisi	k a l e d͡ʒ i s i
kalkmak	k a ɫ k m a k
kampanyasına	k a m p a n j a s ɯ n a
kapatıyorum	k a p a t ɯ j o ɾ u m
kararlarını	k a ɾ a ɾ ɫ a ɾ ɯ n ɯ
kararının	k a ɾ a ɾ ɯ n ɯ n
karnına	k a ɾ n ɯ n a
karşıyayız	k a ɾ ʃ ɯ j a j ɯ z
kasabaya	k a s a b a j a
kaybediyoruz	k a j b e d i j o ɾ u z
kaybetmiştir	k a j b e t m i ʃ t i ɾ
kayıplara	k a j ɯ p l a ɾ a
kayıtlarında	k a j ɯ t ɫ a ɾ ɯ n d a
kibirli	c i b i ɾ l i
kocasını	k o d͡ʒ a s ɯ n ɯ
kolaylaştırmak	k o ɫ a j ɫ a ʃ t ɯ ɾ m a k
kollar	k o ɫ ɫ a ɾ
kondu	k o n d u
konfederasyonu	k ɔ n f e d e ɾ a s j ɔ n u
korunan	k o ɾ u n a n
koruyucusu	k o ɾ u j u d͡ʒ u s u
kurtarıcı	k u ɾ t a ɾ ɯ d͡ʒ ɯ
kurutulmuş	k u ɾ u t u ɫ m u ʃ
köşesi	c ø ʃ e s i
kılıyor	k ɯ ɫ ɯ j o ɾ
kırılan	k ɯ ɾ ɯ ɫ a n
lardan	l a ɾ d a n
lily	l i l j
lo	l o
lutfen	l u t f ɛ n
med	m e d
mekanlar	m e k a n l a ɾ
met	m e t
molası	m o ɫ a s ɯ
moruk	m o ɾ u k
nazan	n a z a n
ned	n e d
nefesi	n e f e s i
olmasan	o ɫ m a s a n
oluşmuştur	o ɫ u ʃ m u ʃ t u ɾ
onurunu	o n u ɾ u n u
ormana	o ɾ m a n a
ormanları	o ɾ m a n l a ɾ ɯ
oturun	o t u ɾ u n
oyuncaklar	o j u n d͡ʒ a k l a ɾ
paranızı	p a ɾ a n ɯ z ɯ
pazarda	p a z a ɾ d a
piksel	p i c s e l
pompa	p o m p a
porter	p o ɾ t ɛ ɾ
pozisyonunda	p o z i s j o n u n d a
premium	p ɾ e m i u m
pusula	p u s u ɫ a
rakibine	ɾ a c i b i n e
revize	ɾ e v i z e
ricam	ɾ i d͡ʒ a m
rüyasında	ɾ y j aː s ɯ n d a
satanlar	s a t a n l a ɾ
savaşının	s a v a ʃ ɯ n ɯ n
sağlayın	s aː ɫ a j ɯ n
sağlığını	s aː ɫ ɯ ɯ n ɯ
sedef	s e d e f
seneler	s e n e l e ɾ
seçen	s e t͡ʃ e n
seçilmesi	s e t͡ʃ i l m e s i
she	ʃ e
sinemasının	s i n e m a s ɯ n ɯ n
sizlerde	s i z l e ɾ d e
sonrasına	s o n ɾ a s ɯ n a
soslu	s o s ɫ u
studio	s t u d i o
sözlerinin	s ø z l e ɾ i n i n
sümer	s y m ɛ ɾ
talebini	t a l e b i n i
tanıştığım	t a n ɯ ʃ t ɯ ɯ m
tartışmasız	t a ɾ t ɯ ʃ m a s ɯ z
tecrübesi	t e d͡ʒ ɾ y b e s i
tepesine	t e p e s i n e
tersini	t e ɾ s i n i
toksik	t o k s i c
toplantılar	t o p ɫ a n t ɯ ɫ a ɾ
topraklarını	t o p ɾ a k ɫ a ɾ ɯ n ɯ
uzunluk	u z u n ɫ u k
uçlu	u t͡ʃ ɫ u
varlıklı	v a ɾ ɫ ɯ k ɫ ɯ
vatandaşlarımız	v a t a n d a ʃ ɫ a ɾ ɯ m ɯ z
vurduğu	v u ɾ d u u
vıp	v ɯ p
yapmamak	j a p m a m a k
yardımlaşma	j a ɾ d ɯ m ɫ a ʃ m a
yarışmasına	j a ɾ ɯ ʃ m a s ɯ n a
yatacak	j a t a d͡ʒ a k
yazmıştı	j a z m ɯ ʃ t ɯ
yediğim	j e d i i m
yemeden	j e m e d e n
yükselişi	j y c s e l i ʃ i
yüzbinlerce	j y z b i n l e ɾ d͡ʒ e
yıldızlara	j ɯ ɫ d ɯ z ɫ a ɾ a
zihniyet	z i h n i j e t
ziyaretçiler	z i j aː ɾ e t t͡ʃ i l e ɾ
çalmayı	t͡ʃ a ɫ m a j ɯ
çuval	t͡ʃ u v a ɫ
çökmüş	t͡ʃ ø c m y ʃ
çıkarılır	t͡ʃ ɯ k a ɾ ɯ ɫ ɯ ɾ
çıksa	t͡ʃ ɯ k s a
ölümlü	ø l y m l y
öncede	ø n d͡ʒ e d e
önlemleri	ø n l e m l e ɾ i
öptüm	ø p t y m
özgürlüğün	ø z ɟ y ɾ l y j y n
öğrenip	øː ɾ e n i p
öğrenmesi	øː ɾ e n m e s i
öğreten	øː ɾ e t e n
ünlülerin	y n l y l e ɾ i n
ıl	ɯ ɫ
şantaj	ʃ a n t a ʒ
şeylerde	ʃ e j l e ɾ d e
acıdan	a d͡ʒ ɯ d a n
acıtıyor	a d͡ʒ ɯ t ɯ j o ɾ
adresinden	a d ɾ e s i n d e n
ahlakı	a h ɫ a k ɯ
alışverişi	a ɫ ɯ ʃ v e ɾ i ʃ i
amsterdam	a m s t e ɾ d a m
andaki	a n d a c i
anlayışına	a n ɫ a j ɯ ʃ ɯ n a
antrenörü	ɑ n t ɾ e n ø ɾ y
aradığını	a ɾ a d ɯ ɯ n ɯ
arkadaslar	a ɾ k a d a s ɫ a ɾ
artmıştır	a ɾ t m ɯ ʃ t ɯ ɾ
arttığı	a ɾ t t ɯ ɯ
asli	a s l i
avatar	a v a t a ɾ
avcıları	a v d͡ʒ ɯ ɫ a ɾ ɯ
açıklamasında	a t͡ʃ ɯ k ɫ a m a s ɯ n d a
ağacının	a a d͡ʒ ɯ n ɯ n
baran	b a ɾ a n
barda	b a ɾ d a
bayındırlık	b a j ɯ n d ɯ ɾ ɫ ɯ k
bazılarına	b a z ɯ ɫ a ɾ ɯ n a
başkana	b a ʃ k a n a
başladığımız	b a ʃ ɫ a d ɯ ɯ m ɯ z
başları	b a ʃ ɫ a ɾ ɯ
bebeklerin	b e b e c l e ɾ i n
bedensel	b e d e n s e l
bekledik	b e c l e d i c
belediyeleri	b e l e d i j e l e ɾ i
bildim	b i l d i m
bileceksin	b i l e d͡ʒ e c s i n
birbirimizin	b i ɾ b i ɾ i m i z i n
birinciliği	b i ɾ i n d͡ʒ i l i j ɪ
bitirir	b i t i ɾ i ɾ
bitmeyecek	b i t m e j e d͡ʒ e c
biyografi	b i j ɔ ɡ ɾ a f i
body	b o d j
boynu	b o j n u
burke	b u ɾ c e
bölgelerin	b ø l ɟ e l e ɾ i n
bölümlerini	b ø l y m l e ɾ i n i
canlarını	d͡ʒ a n ɫ a ɾ ɯ n ɯ
cansu	d͡ʒ a n s u
cildi	d͡ʒ i l d i
cinsten	d͡ʒ i n s t ɛ n
coğrafyada	d͡ʒ oː ɾ a f j a d a
davaları	d a v a ɫ a ɾ ɯ
davasına	d a v a s ɯ n a
dağıttı	d a ɯ t t ɯ
demez	d e m e z
derek	d e ɾ e c
dersine	d e ɾ s i n e
devletimizin	d e v l e t i m i z i n
değilken	d e i l c e n
değişimleri	d e i ʃ i m l e ɾ i
değiştirdim	d e i ʃ t i ɾ d i m
dinleyerek	d i n l e j e ɾ e c
doktorların	d o k t o ɾ ɫ a ɾ ɯ n
dolabı	d o ɫ a b ɯ
doya	d o j a
durdurma	d u ɾ d u ɾ m a
dünyalar	d y n j a l a ɾ
düzenlemeye	d y z e n l e m e j e
düşüktür	d y ʃ y c t y ɾ
edilecektir	e d i l e d͡ʒ e c t i ɾ
eklenerek	e c l e n e ɾ e c
eksiklik	e c s i c l i c
elbiseleri	e l b i s e l e ɾ i
esiri	e s i ɾ i
ettiğimi	e t t i i m i
eugene	e u ɟ e n e
evlen	e v l e n
evrendeki	e v ɾ e n d e c i
fitness	f i t n e s
gazetecilerin	ɡ a z e t e d͡ʒ i l e ɾ i n
gelmezdi	ɟ e l m e z d i
genişleme	ɟ e n i ʃ l e m e
girne	ɟ i ɾ n e
giysileri	ɟ i j s i l e ɾ i
grupla	ɡ ɾ u p ɫ a
görürseniz	ɟ ø ɾ y ɾ s e n i z
gösterelim	ɟ ø s t e ɾ e l i m
güzellikler	ɟ y z e l l i c l e ɾ
hareketlerinin	h a ɾ e c e t l e ɾ i n i n
hatırlatma	h a t ɯ ɾ ɫ a t m a
hayrettin	h a j ɾ e t t i n
hazırlanır	h a z ɯ ɾ ɫ a n ɯ ɾ
hazırlayın	h a z ɯ ɾ ɫ a j ɯ n
hekimi	h e c i m i
hisleri	h i s l e ɾ i
hizmetini	h i z m e t i n i
homer	h o m ɛ ɾ
hoşunuza	h o ʃ u n u z a
ikisinde	i c i s i n d e
inancın	i n a n d͡ʒ ɯ n
inandım	i n a n d ɯ m
inecek	i n e d͡ʒ e c
ingilizlerin	i n ɟ i l i z l e ɾ i n
iyileri	i j i l e ɾ i
izleyecek	i z l e j e d͡ʒ e c
iznik	i z n i c
içlerine	i t͡ʃ l e ɾ i n e
işlerinin	i ʃ l e ɾ i n i n
işlevini	i ʃ l e v i n i
işçinin	i ʃ t͡ʃ i n i n
kaldırarak	k a ɫ d ɯ ɾ a ɾ a k
kapatmaya	k a p a t m a j a
karanlığı	k a ɾ a n ɫ ɯ ɯ
kareler	k a ɾ e l e ɾ
karnında	k a ɾ n ɯ n d a
karşılaşmasında	k a ɾ ʃ ɯ ɫ a ʃ m a s ɯ n d a
katını	k a t ɯ n ɯ
kaynaklanıyor	k a j n a k ɫ a n ɯ j o ɾ
kimselere	c i m s e l e ɾ e
kodlama	k o d ɫ a m a
komşuları	k o m ʃ u ɫ a ɾ ɯ
korkunun	k o ɾ k u n u n
kullananlar	k u ɫ ɫ a n a n l a ɾ
kullanmaktan	k u ɫ ɫ a n m a k t a n
kurulunun	k u ɾ u ɫ u n u n
kurşuna	k u ɾ ʃ u n a
kuşku	k u ʃ k u
köşesine	c ø ʃ e s i n e
kıvırcık	k ɯ v ɯ ɾ d͡ʒ ɯ k
leonardo	l e o n a ɾ d o
meclisinde	m e d͡ʒ l i s i n d e
melike	m e l i c e
meteor	m e t e o ɾ
meyilli	m e j i l l i
muhtelif	m u h t e l i f
müjdat	m y ʒ d a t
müstakil	m y s t a c i l
mütevelli	m y t e v e l l i
müşterek	m y ʃ t e ɾ e c
müşterilerin	m y ʃ t e ɾ i l e ɾ i n
nerdesin	n e ɾ d e s i n
nörolojik	n ø ɾ o l o ʒ i c
okuması	o k u m a s ɯ
olabilmesi	o ɫ a b i l m e s i
olduğudur	o ɫ d u u d u ɾ
olmuşlar	o ɫ m u ʃ ɫ a ɾ
ortakları	o ɾ t a k ɫ a ɾ ɯ
oval	o v a ɫ
oyunudur	o j u n u d u ɾ
patlamanın	p a t ɫ a m a n ɯ n
paula	p a u ɫ a
pedro	p e d ɾ o
polisten	p o l i s t ɛ n
portalı	p o ɾ t a ɫ ɯ
raporunda	ɾ a p o ɾ u n d a
roberto	ɾ o b e ɾ t o
rusların	ɾ u s ɫ a ɾ ɯ n
saldırısını	s a ɫ d ɯ ɾ ɯ s ɯ n ɯ
savaşına	s a v a ʃ ɯ n a
saygıyı	s a j ɡ ɯ j ɯ
saçlarım	s a t͡ʃ ɫ a ɾ ɯ m
sebepler	s e b e p l e ɾ
selami	s e l aː m iː
senaryoyu	s e n a ɾ j o j u
sertifikası	s e ɾ t i f i k a s ɯ
sinem	s i n e m
sopa	s o p a
sorarım	s o ɾ a ɾ ɯ m
sormuş	s o ɾ m u ʃ
sponsoru	s p ɔ n s o ɾ u
söyleyebiliriz	s ø j l e j e b i l i ɾ i z
sözünün	s ø z y n y n
sürdürüyor	s y ɾ d y ɾ y j o ɾ
süreleri	s y ɾ e l e ɾ i
süreçler	s y ɾ e t͡ʃ l e ɾ
tae	t a e
taha	t a h a
taleplerini	t a l e p l e ɾ i n i
tankları	t a n k ɫ a ɾ ɯ
tanrıya	t a n ɾ ɯ j a
tanıştık	t a n ɯ ʃ t ɯ k
tasarısı	t a s a ɾ ɯ s ɯ
taşların	t a ʃ ɫ a ɾ ɯ n
tedbirler	t e d b i ɾ l e ɾ
tekrarı	t e c ɾ a ɾ ɯ
tezcan	t e z d͡ʒ a n
tipte	t i p t e
türün	t y ɾ y n
ulusun	u ɫ u s u n
unutup	u n u t u p
uzaklarda	u z a k ɫ a ɾ d a
uzaktaki	u z a k t a c i
uğraşma	uː ɾ a ʃ m a
vatikan	v a t i k a n
vazgeçme	v a z ɟ e t͡ʃ m e
verilmez	v e ɾ i l m e z
versiyonunu	v e ɾ s i j o n u n u
vurularak	v u ɾ u ɫ a ɾ a k
ward	w a ɾ d
yapanlara	j a p a n l a ɾ a
yapsa	j a p s a
yaratıcısı	j a ɾ a t ɯ d͡ʒ ɯ s ɯ
yarısının	j a ɾ ɯ s ɯ n ɯ n
yasanın	j a s a n ɯ n
yatırımlar	j a t ɯ ɾ ɯ m l a ɾ
yayılır	j a j ɯ ɫ ɯ ɾ
yazıyordu	j a z ɯ j o ɾ d u
yegane	j e ɡ aː n e
yerimde	j e ɾ i m d e
yerindeki	j e ɾ i n d e c i
yüzler	j y z l e ɾ
zamanım	z a m a n ɯ m
çalıştıran	t͡ʃ a ɫ ɯ ʃ t ɯ ɾ a n
çapındaki	t͡ʃ a p ɯ n d a c i
çaresi	t͡ʃ a ɾ e s i
çarşaf	t͡ʃ a ɾ ʃ a f
çağırır	t͡ʃ a ɯ ɾ ɯ ɾ
çekmiyor	t͡ʃ e c m i j o ɾ
çoktur	t͡ʃ o k t u ɾ
çıkarması	t͡ʃ ɯ k a ɾ m a s ɯ
önerileri	ø n e ɾ i l e ɾ i
örgüte	ø ɾ ɟ y t e
örtü	ø ɾ t y
ünitesi	y n i t e s i
üretme	y ɾ e t m e
üyesinin	y j e s i n i n
ışınları	ɯ ʃ ɯ n l a ɾ ɯ
şarkısının	ʃ a ɾ k ɯ s ɯ n ɯ n
şehircilik	ʃ e h i ɾ d͡ʒ i l i c
acıları	a d͡ʒ ɯ ɫ a ɾ ɯ
acının	a d͡ʒ ɯ n ɯ n
adrenalin	a d ɾ e n a l i n
akdağ	a k d aː
akyürek	a k j y ɾ e c
akçay	a k t͡ʃ a j
akşamdan	a k ʃ a m d a n
alicia	a l i d͡ʒ i a
alınmasına	a ɫ ɯ n m a s ɯ n a
anası	a n a s ɯ
anlamadan	a n ɫ a m a d a n
anlayışla	a n ɫ a j ɯ ʃ ɫ a
anlaştık	a n ɫ a ʃ t ɯ k
araştırmada	a ɾ a ʃ t ɯ ɾ m a d a
arttırma	a ɾ t t ɯ ɾ m a
atılması	a t ɯ ɫ m a s ɯ
ayağının	a j a ɯ n ɯ n
aydınlanma	a j d ɯ n ɫ a n m a
aygün	a j ɟ y n
ayrılmıştır	a j ɾ ɯ ɫ m ɯ ʃ t ɯ ɾ
aytaç	a j t a t͡ʃ
ağaoğlu	a a oː ɫ u
ağaçtan	a a t͡ʃ t a n
aşiret	a ʃ i ɾ e t
bab	b a b
beklemeden	b e c l e m e d e n
benfica	b ɛ n f i d͡ʒ a
betül	b e t y l
biat	b i a t
birleştirme	b i ɾ l e ʃ t i ɾ m e
bitmesine	b i t m e s i n e
boğazına	b o a z ɯ n a
bulalım	b u ɫ a ɫ ɯ m
buldukları	b u ɫ d u k ɫ a ɾ ɯ
bulunuyorum	b u ɫ u n u j o ɾ u m
buzlu	b u z ɫ u
bölmek	b ø l m e c
caddesinde	d͡ʒ a d d e s i n d e
cl	d͡ʒ i l
cocuk	d͡ʒ o d͡ʒ u k
daveti	d aː v e t i
dayanıklılık	d a j a n ɯ k ɫ ɯ ɫ ɯ k
denilmektedir	d e n i l m e c t e d i ɾ
derginin	d e ɾ ɟ i n i n
diliyor	d i l i j o ɾ
diploması	d i p l o m a s ɯ
diyorsa	d i j o ɾ s a
dolarla	d o ɫ a ɾ ɫ a
drew	d ɾ e w
durduruldu	d u ɾ d u ɾ u ɫ d u
durmayın	d u ɾ m a j ɯ n
durumdayım	d u ɾ u m d a j ɯ m
döndükten	d ø n d y c t e n
dönümünde	d ø n y m y n d e
dönüşmüş	d ø n y ʃ m y ʃ
dük	d y c
düşüncesini	d y ʃ y n d͡ʒ e s i n i
düşünemiyorum	d y ʃ y n e m i j o ɾ u m
eklenmesi	e c l e n m e s i
elazığspor	e l a z ɯː s p o ɾ
ellerinizi	e l l e ɾ i n i z i
ellis	e l l i s
emniyete	e m n i j e t e
emrinde	e m ɾ i n d e
ermenilerin	e ɾ m e n i l e ɾ i n
etkinliğini	e t c i n l i j i n i
etrafımda	e t ɾ a f ɯ m d a
eun	e u n
fişi	f i ʃ i
frekansı	f ɾ e k a n s ɯ
gates	ɡ a t e s
geldiklerini	ɟ e l d i c l e ɾ i n i
geliyormuş	ɟ e l i j o ɾ m u ʃ
gelmedim	ɟ e l m e d i m
gemilerin	ɟ e m i l e ɾ i n
gerektiriyor	ɟ e ɾ e c t i ɾ i j o ɾ
gezdi	ɟ e z d i
gökyüzünün	ɟ ø c j y z y n y n
gökçek	ɟ ø c t͡ʃ e c
görevimiz	ɟ ø ɾ e v i m i z
görevlendirilen	ɟ ø ɾ e v l e n d i ɾ i l e n
görevlerine	ɟ ø ɾ e v l e ɾ i n e
görüşte	ɟ ø ɾ y ʃ t e
gövdesi	ɟ ø v d e s i
güldü	ɟ y l d y
güvenme	ɟ y v e n m e
habercisi	h a b e ɾ d͡ʒ i s i
halkları	h a ɫ k ɫ a ɾ ɯ
hedeflerine	h e d e f l e ɾ i n e
heralde	h e ɾ a l d e
hesaplanır	h e s a p ɫ a n ɯ ɾ
if	i f
ilerlemesi	i l e ɾ l e m e s i
intikamı	i n t i k a m ɯ
isimdir	i s i m d i ɾ
isteğiyle	i s t e i j l e
izmirli	i z m i ɾ l i
işlemini	i ʃ l e m i n i
jenny	ʒ e n n j
kadri	k a d ɾ i
kafaları	k a f a ɫ a ɾ ɯ
kaldırmaya	k a ɫ d ɯ ɾ m a j a
kaldırılmış	k a ɫ d ɯ ɾ ɯ ɫ m ɯ ʃ
kalede	k a l e d e
kameraları	k a m e ɾ a l a ɾ ɯ
kampta	k a m p t a
kanalın	k a n a ɫ ɯ n
kapanmış	k a p a n m ɯ ʃ
kapsamına	k a p s a m ɯ n a
karada	k a ɾ a d a
karanlıktan	k a ɾ a n ɫ ɯ k t a n
karşılaşan	k a ɾ ʃ ɯ ɫ a ʃ a n
kaybedilen	k a j b e d i l e n
kaynaklarından	k a j n a k ɫ a ɾ ɯ n d a n
kazanılmış	k a z a n ɯ ɫ m ɯ ʃ
kaçakçılığı	k a t͡ʃ a k t͡ʃ ɯ ɫ ɯ ɯ
kederli	c e d e ɾ l i
kedinin	c e d i n i n
konularını	k o n u ɫ a ɾ ɯ n ɯ
konuşmaktan	k o n u ʃ m a k t a n
konuşmam	k o n u ʃ m a m
konuşmuyor	k o n u ʃ m u j o ɾ
konuşsun	k o n u ʃ s u n
kopan	k o p a n
korkutan	k o ɾ k u t a n
koruyun	k o ɾ u j u n
koştu	k o ʃ t u
koşulsuz	k o ʃ u ɫ s u z
kubbe	k u b b e
kulakları	k u ɫ a k ɫ a ɾ ɯ
kullanıyorlar	k u ɫ ɫ a n ɯ j o ɾ l a ɾ
kupasını	k u p a s ɯ n ɯ
köksal	c ø c s a ɫ
lena	l e n aː
maaşları	m a a ʃ ɫ a ɾ ɯ
magnezyum	m a ɡ n e z j u m
malını	m a ɫ ɯ n ɯ
metrobüs	m e t ɾ o b y s
miydim	m i j d i m
modeline	m o d e l i n e
namazına	n a m a z ɯ n a
okuyunca	o k u j u n d͡ʒ a
olandır	o ɫ a n d ɯ ɾ
olmadığımız	o ɫ m a d ɯ ɯ m ɯ z
olmasam	o ɫ m a s a m
olmus	o ɫ m u s
olurmuş	o ɫ u ɾ m u ʃ
oluşabilir	o ɫ u ʃ a b i l i ɾ
omar	o m a ɾ
open	o p ɛ n
oranlı	o ɾ a n ɫ ɯ
oylarını	o j ɫ a ɾ ɯ n ɯ
oynadık	o j n a d ɯ k
oyuncularından	o j u n d͡ʒ u ɫ a ɾ ɯ n d a n
parçalanmış	p a ɾ t͡ʃ a ɫ a n m ɯ ʃ
patlayan	p a t ɫ a j a n
paylaşıyoruz	p a j ɫ a ʃ ɯ j o ɾ u z
planlaması	p ɫ a n ɫ a m a s ɯ
price	p ɾ i d͡ʒ e
projesinde	p ɾ o ʒ e s i n d e
rebecca	ɾ e b e d͡ʒ d͡ʒ a
renklerin	ɾ e n c l e ɾ i n
roller	ɾ o l l e ɾ
sag	s a ɡ
salatası	s a ɫ a t a s ɯ
satıp	s a t ɯ p
savaştı	s a v a ʃ t ɯ
sayar	s a j a ɾ
sayıyı	s a j ɯ j ɯ
sağlamaktır	s aː ɫ a m a k t ɯ ɾ
sağlıkta	s aː ɫ ɯ k t a
sebebinin	s e b e b i n i n
selena	s e l e n aː
senedi	s e n e d i
serbestçe	s e ɾ b e s t t͡ʃ e
serpil	s e ɾ p i l
siteler	s i t e l e ɾ
sitesine	s i t e s i n e
sonuçların	s o n u t͡ʃ ɫ a ɾ ɯ n
söyleyemem	s ø j l e j e m e m
sürümünü	s y ɾ y m y n y
sınavdan	s ɯ n a v d a n
sınırın	s ɯ n ɯ ɾ ɯ n
tara	t a ɾ a
tatilinde	t a t i l i n d e
taşa	t a ʃ a
terörün	t e ɾ ø ɾ y n
tiyatroya	t i j a t ɾ o j a
turistler	t u ɾ i s t l e ɾ
turnuvada	t u ɾ n u v a d a
tutuyoruz	t u t u j o ɾ u z
türkmenler	t y ɾ c m e n l e ɾ
tüyler	t y j l e ɾ
uc	u d͡ʒ
ulaşarak	u ɫ a ʃ a ɾ a k
unutmadan	u n u t m a d a n
uymayan	u j m a j a n
uzanıp	u z a n ɯ p
val	v a ɫ
vazgeçti	v a z ɟ e t͡ʃ t i
vermediler	v e ɾ m e d i l e ɾ
vurulan	v u ɾ u ɫ a n
wan	w a n
want	w ɑ n t
yansıyan	j a n s ɯ j a n
yapmışım	j a p m ɯ ʃ ɯ m
yaptıklarından	j a p t ɯ k ɫ a ɾ ɯ n d a n
yapılmalıdır	j a p ɯ ɫ m a ɫ ɯ d ɯ ɾ
yaratmaya	j a ɾ a t m a j a
yatağına	j a t a ɯ n a
yaşayanların	j a ʃ a j a n l a ɾ ɯ n
yenmek	j e n m e c
yeriz	j e ɾ i z
yetişmiş	j e t i ʃ m i ʃ
yöneldi	j ø n e l d i
zararsız	z a ɾ a ɾ s ɯ z
çalışabilir	t͡ʃ a ɫ ɯ ʃ a b i l i ɾ
çalışmalarla	t͡ʃ a ɫ ɯ ʃ m a ɫ a ɾ ɫ a
çalışmasının	t͡ʃ a ɫ ɯ ʃ m a s ɯ n ɯ n
çalışıyorsun	t͡ʃ a ɫ ɯ ʃ ɯ j o ɾ s u n
çetinkaya	t͡ʃ e t i n k a j a
çevreleyen	t͡ʃ e v ɾ e l e j e n
çinliler	t͡ʃ i n l i l e ɾ
çocuklarım	t͡ʃ o d͡ʒ u k ɫ a ɾ ɯ m
çıkartılan	t͡ʃ ɯ k a ɾ t ɯ ɫ a n
ödemesi	ø d e m e s i
ölçmek	ø l t͡ʃ m e c
üne	y n e
üzülerek	y z y l e ɾ e c
ılk	ɯ ɫ k
şekerim	ʃ e c e ɾ i m
şirketinden	ʃ i ɾ c e t i n d e n
abidin	a b i d i n
adamının	a d a m ɯ n ɯ n
adınızı	a d ɯ n ɯ z ɯ
akarsu	a k a ɾ s u
aklının	a k ɫ ɯ n ɯ n
alınmalı	a ɫ ɯ n m a ɫ ɯ
amacın	a m a d͡ʒ ɯ n
ameliyata	a m e l i j a t a
anlamadın	a n ɫ a m a d ɯ n
anlı	a n ɫ ɯ
atıyorlar	a t ɯ j o ɾ l a ɾ
ayarlamak	a j a ɾ ɫ a m a k
aysel	a j s e l
açıklarında	a t͡ʃ ɯ k ɫ a ɾ ɯ n d a
açıyoruz	a t͡ʃ ɯ j o ɾ u z
ağladı	aː ɫ a d ɯ
ağırlığını	a ɯ ɾ ɫ ɯ ɯ n ɯ
babamdan	b a b a m d a n
baharı	b a h a ɾ ɯ
bakanlığının	b a k a n ɫ ɯ ɯ n ɯ n
bakıcı	b a k ɯ d͡ʒ ɯ
barbie	b a ɾ b i
bayılırım	b a j ɯ ɫ ɯ ɾ ɯ m
bağırıyor	b a ɯ ɾ ɯ j o ɾ
başkanına	b a ʃ k a n ɯ n a
başlamasıyla	b a ʃ ɫ a m a s ɯ j ɫ a
başlangıcında	b a ʃ ɫ a n ɡ ɯ d͡ʒ ɯ n d a
başlatma	b a ʃ ɫ a t m a
bedavaya	b e d aː v a j a
bedenim	b e d e n i m
bekleyecek	b e c l e j e d͡ʒ e c
bekliyordu	b e c l i j o ɾ d u
belirleyecek	b e l i ɾ l e j e d͡ʒ e c
belirttiği	b e l i ɾ t t i j ɪ
bellidir	b e l l i d i ɾ
bennett	b e n n e t t
birincilik	b i ɾ i n d͡ʒ i l i c
bitcoin	b i t d͡ʒ o i n
bloğu	b l o u
bulamadık	b u ɫ a m a d ɯ k
bulsun	b u ɫ s u n
bulunmasına	b u ɫ u n m a s ɯ n a
bıraktılar	b ɯ ɾ a k t ɯ ɫ a ɾ
bırakırım	b ɯ ɾ a k ɯ ɾ ɯ m
cehennemi	d͡ʒ e h e n n e m i
cezaları	d͡ʒ e z aː l a ɾ ɯ
dahaki	d a h a c iː
demekle	d e m e c l e
derine	d e ɾ i n e
dileyen	d i l e j e n
dinleyelim	d i n l e j e l i m
direnen	d i ɾ e n e n
direği	d i ɾ e i
diyorlardı	d i j o ɾ ɫ a ɾ d ɯ
dizilerde	d i z i l e ɾ d e
dostlarımız	d o s t ɫ a ɾ ɯ m ɯ z
dumanı	d u m aː n ɯ
durumundan	d u ɾ u m u n d a n
duvarına	d u v a ɾ ɯ n a
duymuş	d u j m u ʃ
dökümü	d ø c y m y
düzenlemiş	d y z e n l e m i ʃ
düzenleyici	d y z e n l e j i d͡ʒ i
düğmesi	d yː m e s iː
düşerken	d y ʃ e ɾ c e n
düşmanlar	d y ʃ m a n l a ɾ
east	e a s t
edemedim	e d e m e d i m
editörü	e d i t ø ɾ y
ekipler	e c i p l e ɾ
eko	e k o
eleştirisi	e l e ʃ t i ɾ i s i
elimizdeki	e l i m i z d e c i
erbaş	e ɾ b a ʃ
erciyes	e ɾ d͡ʒ i j e s
eskiye	e s c i j e
etini	e t i n i
ezeli	e z e l i
fed	f e d
fikirlerin	f i c i ɾ l e ɾ i n
fotoğrafa	f o t oː ɾ a f a
gelemez	ɟ e l e m e z
gelmezse	ɟ e l m e z s e
geçirdiğini	ɟ e t͡ʃ i ɾ d i i n i
gibisiniz	ɟ i b i s i n i z
gidebilirsiniz	ɟ i d e b i l i ɾ s i n i z
girişimini	ɟ i ɾ i ʃ i m i n i
gitmeyecek	ɟ i t m e j e d͡ʒ e c
goller	ɡ o l l e ɾ
göremez	ɟ ø ɾ e m e z
görüyorlar	ɟ ø ɾ y j o ɾ l a ɾ
görüştüm	ɟ ø ɾ y ʃ t y m
gözünüzü	ɟ ø z y n y z y
günlüğüne	ɟ y n l y j y n e
gününüz	ɟ y n y n y z
gürkan	ɟ y ɾ k a n
güçtür	ɟ y t͡ʃ t y ɾ
haberlerini	h a b e ɾ l e ɾ i n i
hamamı	h a m a m ɯ
hareketlerin	h a ɾ e c e t l e ɾ i n
harikası	h a ɾ i k a s ɯ
hatunun	h a t u n u n
hayvana	h a j v a n a
hindi	h i n d i
hisseden	h i s s e d e n
hissettiğin	h i s s e t t i j i n
hyundai	h j u n d aː iː
ikilisi	i c i l i s i
