de	d e
mayas	m a ʝ a s
nicole	n i k o l e
night	n a i t
north	n o ɾ t
padece	p a d e s e
pesetas	p e s e t a s
pistolas	p i s t o l a s
placeres	p l a s e ɾ e s
prepararse	p ɾ e p a ɾ a ɾ s e
presas	p ɾ e s a s
pusiera	p u s j e ɾ a
quemando	k e m a n d o
regularidad	r e ɡ u l a ɾ i d a d
reporta	r e p o ɾ t a
resolvió	r e s o l b j o
roll	r o l
sacarte	s a k a ɾ t e
salían	s a l i a n
sentó	s e n t o
sexos	s e ɡ s o s
solidaria	s o l i d a ɾ j a
square	e s k w a ɾ e
sumó	s u m o
supongamos	s u p o n ɡ a m o s
tendria	t e n d ɾ j a
tenerte	t e n e ɾ t e
teóricos	t e o ɾ i k o s
tomates	t o m a t e s
tommy	t o m i
transmisiones	t ɾ a n s m i s j o n e s
url	u ɾ l
vicios	b i s j o s
violadores	b j o l a d o ɾ e s
visitan	b i s i t a n
vírgenes	b i ɾ x e n e s
aclaró	a k l a ɾ o
acompañe	a k o m p a ɲ e
afirmaba	a f i ɾ m a b a
album	a l b u m
anos	a n o s
aprovechan	a p ɾ o b e t͡ʃ a n
bernard	b e ɾ n a ɾ
búsquedas	b u s k e d a s
canada	k a n a d a
celdas	s e l d a s
chen	t͡ʃ e n
cogió	k o x j o
comenzaba	k o m e n s a b a
conducen	k o n d u s e n
conocimos	k o n o s i m o s
controversias	k o n t ɾ o b e ɾ s j a s
cristian	k ɾ i s t j a n
decirnos	d e s i ɾ n o s
delegaciones	d e l e ɡ a s j o n e s
deseen	d e s e e n
detesto	d e t e s t o
dic	d i k
dick	d i k
dirigiendo	d i ɾ i x j e n d o
durará	d u ɾ a ɾ a
ejercen	e x e ɾ s e n
energia	e n e ɾ x j a
escucharon	e s k u t͡ʃ a ɾ o n
explícitamente	e ɡ s p l i s i t a m e n t e
fantasías	f a n t a s i a s
fracasos	f ɾ a k a s o s
freddy	f ɾ e d i
fronteriza	f ɾ o n t e ɾ i s a
ganará	ɡ a n a ɾ a
graham	ɡ ɾ a a m
gusten	ɡ u s t e n
homo	o m o
hormonas	o ɾ m o n a s
intercambios	i n t e ɾ k a m b j o s
jung	x u n
lauren	l a u ɾ e n
limpios	l i m p j o s
lineas	l i n e a s
magazine	m a ɡ a s i n e
manden	m a n d e n
maravillosos	m a ɾ a b i ʝ o s o s
marvel	m a ɾ b e l
mejore	m e x o ɾ e
metan	m e t a n
milicias	m i l i s j a s
morris	m o r i s
obligaron	o b l i ɡ a ɾ o n
observan	o b s e ɾ b a n
ocupaba	o k u p a b a
ofrecemos	o f ɾ e s e m o s
olvidarse	o l b i d a ɾ s e
pañales	p a ɲ a l e s
pemex	p e m e ɡ s
perry	p e r i
pollos	p o ʝ o s
ponerla	p o n e ɾ l a
poseía	p o s e i a
preocupe	p ɾ e o k u p e
preparó	p ɾ e p a ɾ o
prof	p ɾ o f
promoviendo	p ɾ o m o b j e n d o
ratones	r a t o n e s
ratos	r a t o s
recogen	r e k o x e n
residencias	r e s i d e n s j a s
rivadavia	r i b a d a b j a
sanos	s a n o s
secuelas	s e k w e l a s
service	s e ɾ b i s e
someterse	s o m e t e ɾ s e
sonó	s o n o
soporto	s o p o ɾ t o
television	t e l e b i s j o n
tia	t j a
trabajé	t ɾ a b a x e
user	u s e ɾ
visite	b i s i t e
volvimos	b o l b i m o s
abundan	a b u n d a n
accesos	a ɡ s e s o s
aceptaron	a s e b t a ɾ o n
amarillos	a m a ɾ i ʝ o s
anota	a n o t a
apuntó	a p u n t o
cafés	k a f e s
cambiarlo	k a m b j a ɾ l o
cambié	k a m b j e
capturas	k a b t u ɾ a s
carcel	k a ɾ s e l
casillas	k a s i ʝ a s
cierren	s j e r e n
circula	s i ɾ k u l a
colocan	k o l o k a n
comparaciones	k o m p a ɾ a s j o n e s
comunicó	k o m u n i k o
concierne	k o n s j e ɾ n e
condenó	k o n d e n o
consigues	k o n s i ɡ e s
convence	k o m b e n s e
corría	k o r i a
cubrió	k u b ɾ j o
cumbres	k u m b ɾ e s
cuéntame	k w e n t a m e
declararon	d e k l a ɾ a ɾ o n
decretos	d e k ɾ e t o s
desearía	d e s e a ɾ i a
desempeña	d e s e m p e ɲ a
egipcios	e x i b s j o s
ejerciendo	e x e ɾ s j e n d o
end	e n d
envíos	e m b i o s
escasas	e s k a s a s
esconden	e s k o n d e n
establecieron	e s t a b l e s j e ɾ o n
festejos	f e s t e x o s
finalizó	f i n a l i s o
fort	f o ɾ t
gomez	ɡ o m e s
gremios	ɡ ɾ e m j o s
hablantes	a b l a n t e s
inician	i n i s j a n
invitan	i m b i t a n
lanzando	l a n s a n d o
logan	l o ɡ a n
madame	m a d a m e
manuscritos	m a n u s k ɾ i t o s
maravillosas	m a ɾ a b i ʝ o s a s
mienten	m j e n t e n
misioneros	m i s j o n e ɾ o s
mobile	m o b i l e
mola	m o l a
molestan	m o l e s t a n
mon	m o n
moore	m u ɾ e
mudarse	m u d a ɾ s e
murray	m u r a i
necesiten	n e s e s i t e n
perjuicios	p e ɾ x w i s j o s
posgrado	p o s ɡ ɾ a d o
preguntarse	p ɾ e ɡ u n t a ɾ s e
presuntos	p ɾ e s u n t o s
profesiones	p ɾ o f e s j o n e s
prohibió	p ɾ o i b j o
pymes	p a i m e s
queramos	k e ɾ a m o s
quisieras	k i s j e ɾ a s
recogiendo	r e k o x j e n d o
recorriendo	r e k o r j e n d o
reducen	r e d u s e n
regeneración	r e x e n e ɾ a s j o n
registran	r e x i s t ɾ a n
religion	r e l i x j o n
repitiendo	r e p i t j e n d o
reproduce	r e p ɾ o d u s e
respetos	r e s p e t o s
rossi	r o s i
sabado	s a b a d o
sacarme	s a k a ɾ m e
sagrados	s a ɡ ɾ a d o s
separan	s e p a ɾ a n
sex	s e ɡ s
sobran	s o b ɾ a n
sonrió	s o n r j o
superando	s u p e ɾ a n d o
supuso	s u p u s o
trabajen	t ɾ a b a x e n
vendieron	b e n d j e ɾ o n
acudieron	a k u d j e ɾ o n
anales	a n a l e s
anton	a n t o n
apartamentos	a p a ɾ t a m e n t o s
apelaciones	a p e l a s j o n e s
aprenda	a p ɾ e n d a
arroja	a r o x a
artefactos	a ɾ t e f a ɡ t o s
bajen	b a x e n
boris	b o ɾ i s
callejeros	k a ʝ e x e ɾ o s
cerros	s e r o s
compraron	k o m p ɾ a ɾ o n
creaciones	k ɾ e a s j o n e s
dark	d a ɾ k
dejarlos	d e x a ɾ l o s
demuestre	d e m w e s t ɾ e
dignos	d i ɡ n o s
disfraces	d i s f ɾ a s e s
elogios	e l o x j o s
encaja	e n k a x a
entrenadores	e n t ɾ e n a d o ɾ e s
escoge	e s k o x e
estratégicos	e s t ɾ a t e x i k o s
exito	e ɡ s i t o
extensiones	e ɡ s t e n s j o n e s
funcionales	f u n s j o n a l e s
ga	ɡ a
genios	x e n j o s
golden	ɡ o l d e n
gruesa	ɡ ɾ w e s a
hara	a ɾ a
helena	e l e n a
hunter	u n t e ɾ
infracciones	i n f ɾ a ɡ s j o n e s
inmobiliario	i m m o b i l j a ɾ j o
jeremy	x e ɾ e m i
jodidos	x o d i d o s
juntan	x u n t a n
lidera	l i d e ɾ a
lionel	l j o n e l
lógicamente	l o x i k a m e n t e
made	m a d e
magna	m a ɡ n a
mames	m a m e s
masajes	m a s a x e s
mel	m e l
milímetros	m i l i m e t ɾ o s
ocurrieron	o k u r j e ɾ o n
oms	o m s
otto	o t o
palomas	p a l o m a s
panama	p a n a m a
pasaste	p a s a s t e
pedían	p e d i a n
pertenencias	p e ɾ t e n e n s j a s
posesiones	p o s e s j o n e s
pretendo	p ɾ e t e n d o
producirse	p ɾ o d u s i ɾ s e
protegen	p ɾ o t e x e n
pu	p u
reacciona	r e a ɡ s j o n a
recomiendan	r e k o m j e n d a n
reconociendo	r e k o n o s j e n d o
reportó	r e p o ɾ t o
respondieron	r e s p o n d j e ɾ o n
rompa	r o m p a
sabores	s a b o ɾ e s
saldrán	s a l d ɾ a n
sirvieron	s i ɾ b j e ɾ o n
sábanas	s a b a n a s
traductores	t ɾ a d u ɡ t o ɾ e s
tratara	t ɾ a t a ɾ a
turner	t u ɾ n e ɾ
ultimamente	u l t i m a m e n t e
uruguayos	u ɾ u ɡ w a ʝ o s
utilizarse	u t i l i s a ɾ s e
abandonaron	a b a n d o n a ɾ o n
acordaron	a k o ɾ d a ɾ o n
ahhh	a x
alcanzando	a l k a n s a n d o
alimentan	a l i m e n t a n
aspira	a s p i ɾ a
atómica	a t o m i k a
ayudaría	a ʝ u d a ɾ i a
bendiciones	b e n d i s j o n e s
bolívares	b o l i b a ɾ e s
bond	b o n d
boys	b o i s
cambiamos	k a m b j a m o s
capitan	k a p i t a n
caramelos	k a ɾ a m e l o s
carlo	k a ɾ l o
cogiendo	k o x j e n d o
compartirlo	k o m p a ɾ t i ɾ l o
confieso	k o n f j e s o
conocerse	k o n o s e ɾ s e
consideraban	k o n s i d e ɾ a b a n
constituyó	k o n s t i t u ʝ o
contesto	k o n t e s t o
creerlo	k ɾ e e ɾ l o
cuestan	k w e s t a n
dejarnos	d e x a ɾ n o s
descubriendo	d e s k u b ɾ j e n d o
despidos	d e s p i d o s
despierte	d e s p j e ɾ t e
disparando	d i s p a ɾ a n d o
dormía	d o ɾ m i a
elija	e l i x a
encontrarlo	e n k o n t ɾ a ɾ l o
enfoques	e n f o k e s
entes	e n t e s
espaciales	e s p a s j a l e s
exitosas	e ɡ s i t o s a s
felix	f e l i ɡ s
formaba	f o ɾ m a b a
graba	ɡ ɾ a b a
grabada	ɡ ɾ a b a d a
gritan	ɡ ɾ i t a n
haria	a ɾ j a
harold	a ɾ o l d
hazte	a s t e
hidrocarburos	i d ɾ o k a ɾ b u ɾ o s
hope	o p e
imaginé	i m a x i n e
impresionantes	i m p ɾ e s j o n a n t e s
incrementa	i n k ɾ e m e n t a
inevitablemente	i n e b i t a b l e m e n t e
instaló	i n s t a l o
israelíes	i s r a e l i e s
law	l a u
levantaron	l e b a n t a ɾ o n
marcus	m a ɾ k u s
mecánicos	m e k a n i k o s
migraciones	m i ɡ ɾ a s j o n e s
monroe	m o n r o e
mosquitos	m o s k i t o s
movió	m o b j o
negaron	n e ɡ a ɾ o n
negarse	n e ɡ a ɾ s e
nicholas	n i t͡ʃ o l a s
ocultas	o k u l t a s
ocuparon	o k u p a ɾ o n
ocuparse	o k u p a ɾ s e
oponen	o p o n e n
pagarle	p a ɡ a ɾ l e
pasillos	p a s i ʝ o s
pelean	p e l e a n
persiguen	p e ɾ s i ɡ e n
pesadas	p e s a d a s
practicando	p ɾ a ɡ t i k a n d o
preguntamos	p ɾ e ɡ u n t a m o s
pregunten	p ɾ e ɡ u n t e n
receptores	r e s e b t o ɾ e s
reclamaciones	r e k l a m a s j o n e s
recogió	r e k o x j o
regresaron	r e ɡ ɾ e s a ɾ o n
repercusiones	r e p e ɾ k u s j o n e s
representó	r e p ɾ e s e n t o
revolucionarias	r e b o l u s j o n a ɾ j a s
sabrán	s a b ɾ a n
serpientes	s e ɾ p j e n t e s
señas	s e ɲ a s
subí	s u b i
sueña	s w e ɲ a
tambores	t a m b o ɾ e s
tenerlos	t e n e ɾ l o s
traté	t ɾ a t e
um	u m
valiosos	b a l j o s o s
vampiros	b a m p i ɾ o s
vascos	b a s k o s
victimas	b i ɡ t i m a s
yu	ʝ u
yuri	ʝ u ɾ i
zero	s e ɾ o
action	a ɡ t j o n
agujas	a ɡ u x a s
ambiciones	a m b i s j o n e s
apariencias	a p a ɾ j e n s j a s
auténticos	a u t e n t i k o s
barriles	b a r i l e s
brad	b ɾ a d
calienta	k a l j e n t a
celosa	s e l o s a
cerebros	s e ɾ e b ɾ o s
conozcas	k o n o s k a s
contrarios	k o n t ɾ a ɾ j o s
cortando	k o ɾ t a n d o
curiosidades	k u ɾ j o s i d a d e s
definió	d e f i n j o
desarrollos	d e s a r o ʝ o s
despidió	d e s p i d j o
disminuyendo	d i s m i n u ʝ e n d o
distribuye	d i s t ɾ i b u ʝ e
duermen	d w e ɾ m e n
earth	e a ɾ t
encontrarme	e n k o n t ɾ a ɾ m e
esculturas	e s k u l t u ɾ a s
escándalos	e s k a n d a l o s
estancias	e s t a n s j a s
exigió	e ɡ s i x j o
fire	f i ɾ e
fuí	f w i
ganaste	ɡ a n a s t e
garras	ɡ a r a s
gemelas	x e m e l a s
giles	x i l e s
gritaba	ɡ ɾ i t a b a
guarde	ɡ w a ɾ d e
incluya	i n k l u ʝ a
llenando	ʝ e n a n d o
manifestarse	m a n i f e s t a ɾ s e
mariposas	m a ɾ i p o s a s
matarlo	m a t a ɾ l o
metropolitano	m e t ɾ o p o l i t a n o
monton	m o n t o n
neil	n e i l
ocupantes	o k u p a n t e s
ocurría	o k u r i a
olvidando	o l b i d a n d o
originó	o ɾ i x i n o
orleans	o ɾ l e a n s
practican	p ɾ a ɡ t i k a n
predicciones	p ɾ e d i ɡ s j o n e s
preguntes	p ɾ e ɡ u n t e s
prestó	p ɾ e s t o
presunta	p ɾ e s u n t a
productivas	p ɾ o d u ɡ t i b a s
promueven	p ɾ o m w e b e n
puños	p u ɲ o s
quedarnos	k e d a ɾ n o s
quedate	k e d a t e
razonables	r a s o n a b l e s
reclutamiento	r e k l u t a m j e n t o
recuperarse	r e k u p e ɾ a ɾ s e
rendirse	r e n d i ɾ s e
research	r e s e a ɾ t͡ʃ
respete	r e s p e t e
rex	r e ɡ s
saldría	s a l d ɾ i a
saludables	s a l u d a b l e s
science	e s j e n s e
shawn	ʃ a u n
significaría	s i ɡ n i f i k a ɾ i a
sonaba	s o n a b a
sports	e s p o ɾ t s
stan	e s t a n
terminaba	t e ɾ m i n a b a
transformaciones	t ɾ a n s f o ɾ m a s j o n e s
transparentes	t ɾ a n s p a ɾ e n t e s
trataban	t ɾ a t a b a n
trayendo	t ɾ a ʝ e n d o
tributos	t ɾ i b u t o s
tropicales	t ɾ o p i k a l e s
uvas	u b a s
agradables	a ɡ ɾ a d a b l e s
amenazando	a m e n a s a n d o
aprendes	a p ɾ e n d e s
arg	a ɾ ɡ
atrajo	a t ɾ a x o
campamentos	k a m p a m e n t o s
comparando	k o m p a ɾ a n d o
comprenden	k o m p ɾ e n d e n
conectividad	k o n e ɡ t i b i d a d
consideren	k o n s i d e ɾ e n
convicciones	k o m b i ɡ s j o n e s
cosechas	k o s e t͡ʃ a s
declaran	d e k l a ɾ a n
desarrollaron	d e s a r o ʝ a ɾ o n
dividen	d i b i d e n
dream	d ɾ e a m
drive	d ɾ i b e
encontrarte	e n k o n t ɾ a ɾ t e
enfrentaron	e n f ɾ e n t a ɾ o n
entornos	e n t o ɾ n o s
entrará	e n t ɾ a ɾ a
especialidades	e s p e s j a l i d a d e s
exitosos	e ɡ s i t o s o s
explicarle	e ɡ s p l i k a ɾ l e
exponen	e ɡ s p o n e n
freud	f ɾ e u d
granjas	ɡ ɾ a n x a s
harrison	a r i s o n
his	i s
hormigas	o ɾ m i ɡ a s
implican	i m p l i k a n
japonesas	x a p o n e s a s
ki	k i
llores	ʝ o ɾ e s
mandas	m a n d a s
marcharse	m a ɾ t͡ʃ a ɾ s e
marineros	m a ɾ i n e ɾ o s
meterte	m e t e ɾ t e
movilizaciones	m o b i l i s a s j o n e s
mudó	m u d o
nacionalidades	n a s j o n a l i d a d e s
ofrecerle	o f ɾ e s e ɾ l e
olivia	o l i b j a
paralelos	p a ɾ a l e l o s
perdone	p e ɾ d o n e
pondrán	p o n d ɾ a n
ponían	p o n i a n
porq	p o ɾ k
prisiones	p ɾ i s j o n e s
proximo	p ɾ o ɡ s i m o
repitió	r e p i t j o
reportan	r e p o ɾ t a n
rusas	r u s a s
separarse	s e p a ɾ a ɾ s e
supervivientes	s u p e ɾ b i b j e n t e s
tamaños	t a m a ɲ o s
tazas	t a s a s
tmb	t e m b e
tokyo	t o k ʝ o
tortugas	t o ɾ t u ɡ a s
ultimas	u l t i m a s
vuelan	b w e l a n
yeah	ʝ e a
acoge	a k o x e
acordes	a k o ɾ d e s
acreedores	a k ɾ e e d o ɾ e s
acuden	a k u d e n
adams	a d a m s
ago	a ɡ o
agradecería	a ɡ ɾ a d e s e ɾ i a
alvarez	a l b a ɾ e s
aplicables	a p l i k a b l e s
aplicarse	a p l i k a ɾ s e
aplicó	a p l i k o
arrojó	a r o x o
atracciones	a t ɾ a ɡ s j o n e s
august	a u ɡ u s t
bobby	b o b i
cabellos	k a b e ʝ o s
cambias	k a m b j a s
cansa	k a n s a
capriles	k a p ɾ i l e s
carol	k a ɾ o l
caseros	k a s e ɾ o s
civilizaciones	s i b i l i s a s j o n e s
claude	k l a u d e
cobró	k o b ɾ o
comandos	k o m a n d o s
comic	k o m i k
conocerlo	k o n o s e ɾ l o
consideraron	k o n s i d e ɾ a ɾ o n
constitucion	k o n s t i t u s j o n
convenció	k o m b e n s j o
crecieron	k ɾ e s j e ɾ o n
credito	k ɾ e d i t o
créeme	k ɾ e e m e
curiosos	k u ɾ j o s o s
dependerá	d e p e n d e ɾ a
descubrimos	d e s k u b ɾ i m o s
desprende	d e s p ɾ e n d e
destruyen	d e s t ɾ u ʝ e n
development	d e b e l o b m e n
echamos	e t͡ʃ a m o s
enamora	e n a m o ɾ a
encabeza	e n k a b e s a
envíe	e m b i e
escogió	e s k o x j o
esperó	e s p e ɾ o
estupido	e s t u p i d o
exclusivos	e ɡ s k l u s i b o s
fluye	f l u ʝ e
franquicias	f ɾ a n k i s j a s
fundaciones	f u n d a s j o n e s
gané	ɡ a n e
generosa	x e n e ɾ o s a
hard	a ɾ d
helen	e l e n
incorrecta	i n k o r e ɡ t a
inexistente	i n e ɡ s i s t e n t e
instala	i n s t a l a
interamericana	i n t e ɾ a m e ɾ i k a n a
invierte	i m b j e ɾ t e
kent	k e n t
lan	l a n
lin	l i n
llevé	ʝ e b e
lloran	ʝ o ɾ a n
low	l a u
microondas	m i k ɾ o o n d a s
mostraban	m o s t ɾ a b a n
oct	o ɡ t
over	o b e ɾ
pesadillas	p e s a d i ʝ a s
politicos	p o l i t i k o s
polémicas	p o l e m i k a s
produccion	p ɾ o d u ɡ s j o n
proxima	p ɾ o ɡ s i m a
publique	p u b l i k e
págs	p a ɡ s
rechazan	r e t͡ʃ a s a n
reclamando	r e k l a m a n d o
regina	r e x i n a
relacionan	r e l a s j o n a n
resalta	r e s a l t a
respeten	r e s p e t e n
resultaba	r e s u l t a b a
salgas	s a l ɡ a s
santísima	s a n t i s i m a
serra	s e r a
sinceros	s i n s e ɾ o s
sombreros	s o m b ɾ e ɾ o s
textiles	t e ɡ s t i l e s
toquen	t o k e n
traes	t ɾ a e s
true	t ɾ w e
tóxicos	t o ɡ s i k o s
utilidades	u t i l i d a d e s
victima	b i ɡ t i m a
voló	b o l o
aceptarlo	a s e b t a ɾ l o
amenazan	a m e n a s a n
andres	a n d ɾ e s
aprueban	a p ɾ w e b a n
asesinaron	a s e s i n a ɾ o n
asumo	a s u m o
aumente	a u m e n t e
bajaron	b a x a ɾ o n
bebiendo	b e b j e n d o
brindan	b ɾ i n d a n
canadienses	k a n a d j e n s e s
castillos	k a s t i ʝ o s
celebramos	s e l e b ɾ a m o s
channel	t͡ʃ a n e l
claire	k l e ɾ e
cortaron	k o ɾ t a ɾ o n
cross	k ɾ o s
crueles	k ɾ w e l e s
descanse	d e s k a n s e
desigualdades	d e s i ɡ w a l d a d e s
dom	d o m
edo	e d o
ejecuta	e x e k u t a
elegimos	e l e x i m o s
emocionales	e m o s j o n a l e s
empezará	e m p e s a ɾ a
entenderá	e n t e n d e ɾ a
entregando	e n t ɾ e ɡ a n d o
establecerse	e s t a b l e s e ɾ s e
experimenta	e ɡ s p e ɾ i m e n t a
explicaba	e ɡ s p l i k a b a
farmacias	f a ɾ m a s j a s
festividades	f e s t i b i d a d e s
finalistas	f i n a l i s t a s
fortalezas	f o ɾ t a l e s a s
fármacos	f a ɾ m a k o s
history	i s t o ɾ i
invisibles	i m b i s i b l e s
jardin	x a ɾ d i n
jesuitas	x e s w i t a s
joyce	x o i s
levanté	l e b a n t e
llevarme	ʝ e b a ɾ m e
madison	m a d i s o n
medioambiental	m e d j o a m b j e n t a l
mezclas	m e s k l a s
mueres	m w e ɾ e s
mágicos	m a x i k o s
next	n e ɡ s t
nocturnos	n o ɡ t u ɾ n o s
pau	p a u
payasos	p a ʝ a s o s
perderá	p e ɾ d e ɾ a
porciones	p o ɾ s j o n e s
ralph	r a l f
regresando	r e ɡ ɾ e s a n d o
repita	r e p i t a
saltando	s a l t a n d o
side	s i d e
sierras	s j e r a s
sta	e s t a
terra	t e r a
tomaría	t o m a ɾ i a
tortas	t o ɾ t a s
toyota	t o ʝ o t a
transmiten	t ɾ a n s m i t e n
trascendencia	t ɾ a s e n d e n s j a
tuvieras	t u b j e ɾ a s
vallas	b a ʝ a s
árbitros	a ɾ b i t ɾ o s
accedió	a ɡ s e d j o
actrices	a ɡ t ɾ i s e s
adictos	a d i ɡ t o s
adornos	a d o ɾ n o s
again	a ɡ a i n
ajusta	a x u s t a
alimenticios	a l i m e n t i s j o s
alvaro	a l b a ɾ o
arañas	a ɾ a ɲ a s
asegurando	a s e ɡ u ɾ a n d o
asisten	a s i s t e n
asombrosa	a s o m b ɾ o s a
ballenas	b a ʝ e n a s
bichos	b i t͡ʃ o s
boludeces	b o l u d e s e s
bombardeos	b o m b a ɾ d e o s
buscaron	b u s k a ɾ o n
cabras	k a b ɾ a s
cheques	t͡ʃ e k e s
cho	t͡ʃ o
chuck	t͡ʃ a k
colaboraciones	k o l a b o ɾ a s j o n e s
colgando	k o l ɡ a n d o
compiten	k o m p i t e n
confirmaron	k o n f i ɾ m a ɾ o n
continuaba	k o n t i n w a b a
contribuyendo	k o n t ɾ i b u ʝ e n d o
cordoba	k o ɾ d o b a
correctos	k o r e ɡ t o s
cuestiona	k w e s t j o n a
demostraron	d e m o s t ɾ a ɾ o n
detalla	d e t a ʝ a
dictaduras	d i ɡ t a d u ɾ a s
economia	e k o n o m j a
ecosistemas	e k o s i s t e m a s
emisoras	e m i s o ɾ a s
encontre	e n k o n t ɾ e
entendiste	e n t e n d i s t e
entrenando	e n t ɾ e n a n d o
erik	e ɾ i k
estrenó	e s t ɾ e n o
ethan	e t a n
explicarlo	e ɡ s p l i k a ɾ l o
fideos	f i d e o s
gratuitas	ɡ ɾ a t w i t a s
greg	ɡ ɾ e ɡ
habitacion	a b i t a s j o n
hare	a ɾ e
impulsos	i m p u l s o s
influyen	i n f l u ʝ e n
levantarme	l e b a n t a ɾ m e
lily	l i l i
madonna	m a d o n n a
moleste	m o l e s t e
murallas	m u ɾ a ʝ a s
never	n e b e ɾ
parecia	p a ɾ e s j a
pasaportes	p a s a p o ɾ t e s
paseos	p a s e o s
pegarle	p e ɡ a ɾ l e
plagas	p l a ɡ a s
prepárate	p ɾ e p a ɾ a t e
profundidades	p ɾ o f u n d i d a d e s
proteja	p ɾ o t e x a
public	p u b l i k
quitando	k i t a n d o
quitarse	k i t a ɾ s e
recuperó	r e k u p e ɾ o
respetando	r e s p e t a n d o
respondí	r e s p o n d i
ronald	r o n a l d
sabremos	s a b ɾ e m o s
sobres	s o b ɾ e s
sorprendentes	s o ɾ p ɾ e n d e n t e s
sydney	s i d n e i
tecnologia	t e ɡ n o l o x j a
televisiva	t e l e b i s i b a
tomarlo	t o m a ɾ l o
tomarme	t o m a ɾ m e
ultimos	u l t i m o s
venezolanas	b e n e s o l a n a s
verticales	b e ɾ t i k a l e s
vidrios	b i d ɾ j o s
válidos	b a l i d o s
acelera	a s e l e ɾ a
admiten	a d m i t e n
afortunados	a f o ɾ t u n a d o s
alarmas	a l a ɾ m a s
aparezcan	a p a ɾ e s k a n
apóstoles	a p o s t o l e s
audiovisuales	a u d j o b i s w a l e s
autopistas	a u t o p i s t a s
autorizó	a u t o ɾ i s o
ayudarlo	a ʝ u d a ɾ l o
ayúdame	a ʝ u d a m e
bandidos	b a n d i d o s
bc	b e s e
bots	b o t s
castigos	k a s t i ɡ o s
celebrará	s e l e b ɾ a ɾ a
compatibles	k o m p a t i b l e s
conmemora	k o m m e m o ɾ a
convertiría	k o m b e ɾ t i ɾ i a
cp	s e p e
culos	k u l o s
daria	d a ɾ j a
darwin	d a ɾ w i n
dawn	d a u n
denis	d e n i s
detenerse	d e t e n e ɾ s e
dictó	d i ɡ t o
dubai	d u b a i
echen	e t͡ʃ e n
ecuaciones	e k w a s j o n e s
eleccion	e l e ɡ s j o n
empleadores	e m p l e a d o ɾ e s
entregue	e n t ɾ e ɡ e
espontánea	e s p o n t a n e a
estúpidas	e s t u p i d a s
explotó	e ɡ s p l o t o
food	f u d
ganarle	ɡ a n a ɾ l e
ganen	ɡ a n e n
gene	x e n e
habria	a b ɾ j a
hallaba	a ʝ a b a
hazme	a s m e
incluían	i n k l w i a n
inmediatos	i m m e d j a t o s
intel	i n t e l
itunes	i t u n e s
jonas	x o n a s
limpiando	l i m p j a n d o
lleves	ʝ e b e s
lámparas	l a m p a ɾ a s
mandatos	m a n d a t o s
march	m a ɾ t͡ʃ
medicinales	m e d i s i n a l e s
milan	m i l a n
moléculas	m o l e k u l a s
nah	n a
our	o u ɾ
pagarán	p a ɡ a ɾ a n
pat	p a t
pensas	p e n s a s
pink	p i n k
please	p l e a s e
preguntarme	p ɾ e ɡ u n t a ɾ m e
quemaron	k e m a ɾ o n
race	r a s e
realicen	r e a l i s e n
realizaba	r e a l i s a b a
recorrió	r e k o r j o
reflejos	r e f l e x o s
regala	r e ɡ a l a
region	r e x j o n
renault	r e n a u l t
reportajes	r e p o ɾ t a x e s
resuelva	r e s w e l b a
rindió	r i n d j o
rondas	r o n d a s
secuestros	s e k w e s t ɾ o s
serviría	s e ɾ b i ɾ i a
siguiera	s i ɡ j e ɾ a
silver	s i l b e ɾ
sobrevive	s o b ɾ e b i b e
song	s o n
spencer	e s p e n s e ɾ
tapas	t a p a s
tocaron	t o k a ɾ o n
tradujo	t ɾ a d u x o
tyler	t a i l e ɾ
vales	b a l e s
ídolos	i d o l o s
acompaño	a k o m p a ɲ o
adrian	a d ɾ j a n
alquileres	a l k i l e ɾ e s
andaluces	a n d a l u s e s
aportando	a p o ɾ t a n d o
aprobaron	a p ɾ o b a ɾ o n
arnold	a ɾ n o l d
ash	a ʃ
asumen	a s u m e n
atreven	a t ɾ e b e n
bart	b a ɾ t
betty	b e t i
boletas	b o l e t a s
cabos	k a b o s
cachorros	k a t͡ʃ o r o s
centrarse	s e n t ɾ a ɾ s e
cláusulas	k l a u s u l a s
comentaba	k o m e n t a b a
conducía	k o n d u s i a
conforma	k o n f o ɾ m a
cubría	k u b ɾ i a
desagradables	d e s a ɡ ɾ a d a b l e s
desapareciendo	d e s a p a ɾ e s j e n d o
destruyeron	d e s t ɾ u ʝ e ɾ o n
desventajas	d e s b e n t a x a s
diesel	d j e s e l
déjalo	d e x a l o
educadores	e d u k a d o ɾ e s
empleando	e m p l e a n d o
engaña	e n ɡ a ɲ a
enseñe	e n s e ɲ e
entrenamientos	e n t ɾ e n a m j e n t o s
fantásticos	f a n t a s t i k o s
floyd	f l o i d
frescas	f ɾ e s k a s
gitanos	x i t a n o s
guardas	ɡ w a ɾ d a s
gustaban	ɡ u s t a b a n
huyeron	u ʝ e ɾ o n
ilustra	i l u s t ɾ a
