de	d e
endevina	e n d e v i n a
enregistrades	e n r e d͡ʒ i s t ɾ a d e s
equitativa	e k i t a t i v a
esprai	e s p ɾ a j
establia	e s t a b l j a
establí	e s t a b l i
estampa	e s t a m p a
esteses	e s t e s e s
estesos	e s t e s o s
estretes	e s t ɾ e t e s
estudià	e s t u d j a
fràgils	f ɾ a ʒ i l s
furgonetes	f u ɾ ɡ o n e t e s
gurb	ɡ u ɾ b
hamburgueses	a m b u ɾ ɡ e s e s
hídrics	i d ɾ i k s
imperialistes	i m p e ɾ j a l i s t e s
implicava	i m p l i k a v a
imprevisibles	i m p ɾ e v i z i b l e s
incompatible	i n k o m p a t i b l e
infernal	i n f e ɾ n a l
ingrid	i n ɡ ɾ i d
iscle	i s k l e
iuri	j u ɾ i
katherine	k a t e ɾ i n e
maduixa	m a d ɥ i ʃ a
maine	m a j n
mandarí	m a n d a ɾ i
marga	m a ɾ ɡ a
marketing	m a ɾ k e t i ŋ
marítims	m a ɾ i t i m s
minúscula	m i n u s k u l a
museo	m u s e o
neoliberal	n e o l i b e ɾ a l
ninguna	n i n ɡ u n a
oferirem	o f e ɾ i ɾ e m
oprimits	o p ɾ i m i t s
origina	o ɾ i d͡ʒ i n a
papereta	p a p e ɾ e t a
parlés	p a ɾ l e s
perversió	p e ɾ v e ɾ s j ɔ
pesava	p e s a v a
pick	p i k
pingüins	p i n ɡ w i n s
pod	p o d
prec	p ɾ ɛ k
prem	p ɾ ɛ m
proposes	p ɾ o p o s e s
reino	r e i n o
rescata	r e s k a t a
retiro	r e t i ɾ o
retornen	r e t o ɾ n ɛ n
salvaguarda	s a l v a ɡ w a ɾ d a
salvi	s a l v i
sinaí	s i n a i
subsòl	s u b s ɔ l
surinam	s u ɾ i n a m
suïssos	s u i s s o s
tacos	t a k o s
tardana	t a ɾ d a n a
vedruna	v e d ɾ u n a
violador	v i o l a d o ɾ
vivaldi	v i v a l d i
wadi	w a d i
ye	j e
ávila	a v i l a
òptic	ɔ p t i k
òptim	ɔ p t i m
agafin	a ɡ a f i n
agosarat	a ɡ o s a ɾ a t
allargada	a l l a ɾ ɡ a d a
amagatall	a m a ɡ a t a l
amelia	a m e l j a
aprofiti	a p ɾ o f i t i
apropat	a p ɾ o p a t
aristòtil	a ɾ i s t ɔ t i l
asiàtiques	a s j a t i k e s
atreviria	a t ɾ e v i ɾ j a
atzucac	a t͡s u k a k
bi	b i
biotecnologia	b i o t e k n o l o d͡ʒ i a
blade	b l a d e
bombarders	b o m b a ɾ d e ɾ s
cabdill	k a b d i l
caga	k a ɡ a
caja	k a ʒ a
canut	k a n u t
carabassa	k a ɾ a b a s s a
cartagena	k a ɾ t a d͡ʒ e n a
cascos	k a s k o s
claríssim	k l a ɾ i s s i m
comunals	k o m u n a l s
congreso	k o n ɡ ɾ e s o
conspiradors	k o n s p i ɾ a d o ɾ s
criminalitat	k ɾ i m i n a l i t a t
cristòfor	k ɾ i s t ɔ f o ɾ
criticava	k ɾ i t i k a v a
cuca	k u k a
decapitat	d e k a p i t a t
defense	d e f ɛ n s e
desenvolupi	d e s e n v o l u p i
deslleial	d e s l l e j a l
dhabi	d a b i
discogràfica	d i s k o ɡ ɾ a f i k a
disgustat	d i s ɡ u s t a t
divinitat	d i v i n i t a t
dotada	d o t a d a
eibar	e j b a ɾ
elm	ɛ l m
eslau	e s l a w
espurnes	e s p u ɾ n e s
esquiadors	e s k j a d o ɾ s
estadístic	e s t a d i s t i k
eviti	e v i t i
february	f e b ɾ u a ɾ i
fiesta	f j e s t a
fondària	f o n d a ɾ j a
fuck	f u k
fukushima	f u k u ʃ i m a
giralt	d͡ʒ i ɾ a l t
gogh	ɡ o ɡ
grada	ɡ ɾ a d a
grey	ɡ r e j
grotesc	ɡ ɾ o t e s k
gus	ɡ u s
half	h a l f
imperialista	i m p e ɾ j a l i s t a
interconnexió	i n t e ɾ k o n n e k s j ɔ
japonés	ʒ a p o n e s
jeroglífics	ʒ e ɾ o ɡ l i f i k s
kay	k a j
làmina	l a m i n a
magnetisme	m a ɲ ɲ e t i z m e
maldecaps	m a l d e k a p s
marcava	m a ɾ k a v a
merino	m e ɾ i n o
mèdia	m ɛ d j a
mònaco	m ɔ n a k o
oblides	o b l i d e s
ofès	o f ɛ s
okinawa	o k i n a w a
olivé	o l i v e
orals	o ɾ a l s
oratòria	o ɾ a t ɔ ɾ j a
pagà	p a ɡ a
papiol	p a p j ɔ l
partim	p a ɾ t i m
perseguia	p e ɾ s e ɡ j a
pina	p i n a
pinso	p i n s o
planejada	p l a n e ʒ a d a
primats	p ɾ i m a t s
pèrsic	p ɛ ɾ s i k
quirúrgic	k i ɾ u ɾ d͡ʒ i k
reclamava	r e k l a m a v a
reialme	r e j a l m e
remuntada	r e m u n t a d a
rústic	r u s t i k
sabaté	s a b a t e
segrestos	s e ɡ ɾ e s t o s
semàfors	s e m a f o ɾ s
severes	s e v e ɾ e s
señor	s e ɲ o ɾ
sigue	s i ɡ e
sotmet	s o t m e t
subordinat	s u b o ɾ d i n a t
subsahariana	s u b s a h a ɾ j a n a
tallafocs	t a l l a f o k s
televisives	t e l e v i z i v e s
teoría	t e o ɾ i a
tesla	t e s l a
tics	t i k s
tokyo	t o k j o
ur	u ɾ
viktor	v i k t o ɾ
vu	v u
xinés	ʃ i n e s
abad	a b a d
abe	a b e
aclamada	a k l a m a d a
acostumava	a k o s t u m a v a
admiradors	a d m i ɾ a d o ɾ s
adoptada	a d o p t a d a
agbar	a ɡ b a ɾ
algu	a l ɡ u
alterada	a l t e ɾ a d a
amfibis	a m f i b i s
amnèsia	a m n ɛ s j a
aparegué	a p a ɾ e ɡ e
aquàtiques	a k w a t i k e s
avia	a v j a
bilió	b i l j ɔ
bombetes	b o m b e t e s
bros	b ɾ o s
bulb	b u l b
bàltic	b a l t i k
canària	k a n a ɾ j a
carisma	k a ɾ i z m a
catastròfica	k a t a s t ɾ ɔ f i k a
celebritats	t͡ʃ e l e b ɾ i t a t s
clúster	k l u s t e ɾ
cometen	k o m e t ɛ n
consigna	k o n s i ɲ ɲ a
cordial	k o ɾ d j a l
coreògraf	k o ɾ e ɔ ɡ ɾ a f
corunya	k o ɾ u n j a
costella	k o s t ɛ l l a
decebuda	d e θ e b u d a
deies	d e j e s
derrotada	d e r r o t a d a
dipositat	d i p o s i t a t
estaques	e s t a k e s
fara	f a ɾ a
filtra	f i l t ɾ a
formularis	f o ɾ m u l a ɾ i s
frontereres	f ɾ o n t e ɾ e ɾ e s
galí	ɡ a l i
generadors	d͡ʒ e n e ɾ a d o ɾ s
gerardo	d͡ʒ e ɾ a ɾ d o
gestionades	d͡ʒ e s t j o n a d e s
gosa	ɡ o s a
hispànica	i s p a n i k a
hortalisses	o ɾ t a l i s s e s
hurtado	u ɾ t a d o
impartirà	i m p a ɾ t i ɾ a
increible	i n k ɾ e j b l e
inofensiu	i n o f ɛ n s j u
inspectors	i n s p e k t o ɾ s
inundat	i n u n d a t
ipod	i p o d
irreal	i r r e a l
july	ʒ u l i
lactosa	l a k t o s a
leb	l ɛ b
level	l e v e l
lina	l i n a
lunes	l u n e s
làmpada	l a m p a d a
maionesa	m a j o n e s a
malmesa	m a l m e s a
marginal	m a ɾ d͡ʒ i n a l
masculinitat	m a s k u l i n i t a t
menes	m e n e s
metàfores	m e t a f o ɾ e s
modificats	m o d i f i k a t s
musculars	m u s k u l a ɾ s
oaxaca	o a ʃ a k a
paleontologia	p a l e o n t o l o d͡ʒ i a
pass	p a s
pastes	p a s t e s
penúltima	p e n u l t i m a
piuladors	p j u l a d o ɾ s
plà	p l a
precari	p ɾ e k a ɾ i
preocupis	p ɾ e o k u p i s
prò	p ɾ ɔ
pròtesis	p ɾ ɔ t e s i s
qualificades	k w a l i f i k a d e s
quedaràs	k e d a ɾ a s
recular	r e k u l a ɾ
reguladors	r e ɡ u l a d o ɾ s
sands	s a n d s
sed	s e d
septiembre	s e p t j e m b ɾ e
services	s e ɾ v i ʃ e s
sip	s i p
sobri	s o b ɾ i
soldevila	s o l d e v i l a
sortiria	s o ɾ t i ɾ j a
sotmeses	s o t m e s e s
tacada	t a k a d a
tapeu	t a p e w
tdah	t d a
theresa	t e ɾ e s a
tiet	t j e t
tosca	t o s k a
tractors	t ɾ a k t o ɾ s
ubica	u b i k a
uma	u m a
unicorn	u n i k ɔ ɾ n
vin	v i n
vindràs	v i n d ɾ a s
visqué	v i s k e
yard	j a ɾ d
àguiles	a ɡ i l e s
acres	a k ɾ e s
acusades	a k u s a d e s
adaptades	a d a p t a d e s
admesa	a d m e s a
aguantat	a ɡ w a n t a t
albuquerque	a l b u k e ɾ k e
alcalà	a l k a l a
almogàvers	a l m o ɡ a v e ɾ s
amistosos	a m i s t o s o s
anas	a n a s
andanes	a n d a n e s
aragonesos	a ɾ a ɡ o n e s o s
ares	a ɾ e s
assigna	a s s i ɲ ɲ a
assolida	a s s o l i d a
baga	b a ɡ a
barbaritat	b a ɾ b a ɾ i t a t
boys	b ɔ j s
burles	b u ɾ l e s
caben	k a b ɛ n
cabré	k a b ɾ e
calamars	k a l a m a ɾ s
california	k a l i f o ɾ n j a
caragol	k a ɾ a ɡ ɔ l
carcassa	k a ɾ k a s s a
carxofa	k a ɾ ʃ ɔ f a
climàtiques	k l i m a t i k e s
comeses	k o m e s e s
compàs	k o m p a s
consagrada	k o n s a ɡ ɾ a d a
contractada	k o n t ɾ a k t a d a
copiat	k o p j a t
coronavirus	k o ɾ o n a v i ɾ u s
cranis	k ɾ a n i s
cyrus	s i ɾ u s
càncers	k a n t͡ʃ e ɾ s
darth	d a ɾ t
debate	d e b a t e
delaware	d e l a w a ɾ e
desafortunada	d e s a f o ɾ t u n a d a
desitge	d e s i d d͡ʒ e
desvern	d e z v ɛ ɾ n
dictadures	d i k t a d u ɾ e s
durante	d u ɾ a n t e
efemèride	e f e m ɛ ɾ i d e
eliminen	e l i m i n ɛ n
enunciat	e n u n t͡ʃ a t
estimaré	e s t i m a ɾ e
estudiada	e s t u d j a d a
falco	f a l k o
finestrals	f i n e s t ɾ a l s
fàrmac	f a ɾ m a k
gerro	d͡ʒ ɛ r r o
gueto	ɡ e t o
hispano	i s p a n o
historietes	i s t o ɾ j e t e s
igualitària	i ɡ w a l i t a ɾ j a
inscrites	i n s k ɾ i t e s
instrumentals	i n s t ɾ u m e n t a l s
invasor	i n v a z o ɾ
julián	ʒ u l j a n
louvre	l u v ɾ e
mejor	m e ʒ o ɾ
midi	m i d i
mio	m i o
monoparentals	m o n o p a ɾ e n t a l s
mooc	m u k
moriria	m o ɾ i ɾ j a
mula	m u l a
neda	n e d a
niños	n i ɲ o s
num	n u m
nòvia	n ɔ v j a
ojalá	o ʒ a l a
olimp	o l i m p
oques	o k e s
ot	o t
pagina	p a d͡ʒ i n a
paleolític	p a l e o l i t i k
pamflets	p a m f l ɛ t s
paperera	p a p e ɾ e ɾ a
persianes	p e ɾ s j a n e s
picnic	p i k n i k
plega	p l e ɡ a
pos	p o s
publi	p u b l i
píndola	p i n d o l a
pòquer	p ɔ k e ɾ
raven	ɾ a v ɛ n
remunten	r e m u n t ɛ n
reobertura	r e o b e ɾ t u ɾ a
repetirà	r e p e t i ɾ a
rigidesa	r i d͡ʒ i d e s a
safrà	s a f ɾ a
schengen	ʃ k ɛ n d͡ʒ ɛ n
scratch	s k ɾ a t͡ʃ
seixantena	s e j ʃ a n t e n a
servitud	s e ɾ v i t u d
shock	ʃ ɔ k
sospiten	s o s p i t ɛ n
subsidiària	s u b s i d j a ɾ j a
swan	s w a n
tenebres	t e n e b ɾ e s
tetuan	t e t u a n
tonalitats	t o n a l i t a t s
truja	t ɾ u ʒ a
udl	u d l
unica	u n i k a
verano	v e ɾ a n o
vertebral	v e ɾ t e b ɾ a l
vespra	v e s p ɾ a
vive	v i v e
volada	v o l a d a
votes	v o t e s
ànsies	a n s j e s
éric	e ɾ i k
abdullah	a b d u l l a
aconseguís	a k o n s e ɡ i s
acordada	a k o ɾ d a d a
acostem	a k o s t e m
afganesos	a f ɡ a n e s o s
aga	a ɡ a
agrades	a ɡ ɾ a d e s
altíssim	a l t i s s i m
angelina	a n d͡ʒ e l i n a
animo	a n i m o
aptes	a p t e s
aq	a k
arabia	a ɾ a b j a
aranda	a ɾ a n d a
arbitral	a ɾ b i t ɾ a l
arenes	a ɾ e n e s
aturaran	a t u ɾ a ɾ a n
baròmetre	b a ɾ ɔ m e t ɾ e
bass	b a s
bielorús	b j e l o ɾ u s
bike	b a j k
biosfera	b i o s f e ɾ a
bodega	b o d e ɡ a
bordeta	b o ɾ d e t a
buf	b u f
bíblica	b i b l i k a
calatrava	k a l a t ɾ a v a
camus	k a m u s
canvio	k a n v j o
cavitats	k a v i t a t s
celeritat	t͡ʃ e l e ɾ i t a t
clava	k l a v a
coneixíem	k o n e j ʃ i e m
cooperativisme	k o o p e ɾ a t i v i z m e
cornudella	k o ɾ n u d ɛ l l a
datada	d a t a d a
declaro	d e k l a ɾ o
dedicà	d e d i k a
delicadesa	d e l i k a d e s a
derrocat	d e r r o k a t
desfavorable	d e s f a v o ɾ a b l e
destinarà	d e s t i n a ɾ a
destins	d e s t i n s
devastador	d e v a s t a d o ɾ
dictada	d i k t a d a
difonen	d i f o n ɛ n
dina	d i n a
disputen	d i s p u t ɛ n
energètiques	e n e ɾ ʒ ɛ t i k e s
escampen	e s k a m p ɛ n
esperanto	e s p e ɾ a n t o
espès	e s p ɛ s
estafes	e s t a f e s
etnologia	e t n o l o d͡ʒ i a
eur	e u ɾ
fast	f a s t
fraternal	f ɾ a t e ɾ n a l
frustrada	f ɾ u s t ɾ a d a
fuego	f w e ɡ o
funeraris	f u n e ɾ a ɾ i s
future	f u t u ɾ e
gimcana	d͡ʒ i m k a n a
giró	d͡ʒ i ɾ ɔ
gordo	ɡ o ɾ d o
halo	h a l o
haydn	h a j d n
honora	o n o ɾ a
iaio	j a j o
identitària	i d e n t i t a ɾ j a
immortalitat	i m m o ɾ t a l i t a t
importantíssim	i m p o ɾ t a n t i s s i m
indeguda	i n d e ɡ u d a
intestí	i n t e s t i
invasores	i n v a z o ɾ e s
irak	i ɾ a k
jejeje	ʒ e ʒ e ʒ e
lamente	l a m e n t e
liti	l i t i
logronyo	l o ɡ ɾ o n j o
maduro	m a d u ɾ o
mamà	m a m a
maneta	m a n e t a
menos	m e n o s
modular	m o d u l a ɾ
mítics	m i t i k s
nino	n i n o
notificat	n o t i f i k a t
nues	n w e s
obscura	o b s k u ɾ a
ocupà	o k u p a
ofereixi	o f e ɾ e i ʃ i
paperetes	p a p e ɾ e t e s
patufet	p a t u f e t
penjades	p e n ʒ a d e s
perseguida	p e ɾ s e ɡ i d a
pie	p j e
pomada	p o m a d a
preàmbul	p ɾ e a m b u l
punxes	p u n ʃ e s
pòlissa	p ɔ l i s s a
quotidians	k w o t i d j a n s
reescriure	r e e s k ɾ i u ɾ e
reformistes	r e f o ɾ m i s t e s
regalen	r e ɡ a l ɛ n
remotes	r e m o t e s
reporters	r e p o ɾ t e ɾ s
retornarà	r e t o ɾ n a ɾ a
reunides	r e u n i d e s
romea	r o m e a
sauna	s a u n a
senadora	s e n a d o ɾ a
shaw	ʃ a w
siglo	s i ɡ l o
sonarà	s o n a ɾ a
sostenidor	s o s t e n i d o ɾ
sotana	s o t a n a
stock	s t ɔ k
subtitulat	s u b t i t u l a t
tambè	t a m b ɛ
tamil	t a m i l
tanda	t a n d a
televisors	t e l e v i z o ɾ s
tibetans	t i b e t a n s
tintín	t i n t i n
tornaren	t o ɾ n a ɾ ɛ n
trastos	t ɾ a s t o s
trobaríem	t ɾ o b a ɾ i e m
tura	t u ɾ a
tío	t i o
vodka	v o d k a
vàlvula	v a l v u l a
weekend	w i k ɛ n d
xampany	ʃ a m p a n i
adherits	a d e ɾ i t s
agafarà	a ɡ a f a ɾ a
album	a l b u m
almenara	a l m e n a ɾ a
amur	a m u ɾ
antes	a n t e s
antisistema	a n t i s i s t e m a
aprofito	a p ɾ o f i t o
asta	a s t a
astronòmic	a s t ɾ o n ɔ m i k
atrapades	a t ɾ a p a d e s
auditiva	a w d i t i v a
belmonte	b e l m o n t e
biomèdica	b i o m ɛ d i k a
bleda	b l e d a
bri	b ɾ i
bruges	b ɾ u ʒ e s
buena	b w e n a
cadastre	k a d a s t ɾ e
caducitat	k a d u θ i t a t
calaveres	k a l a v e ɾ e s
cambrers	k a m b ɾ e ɾ s
capitania	k a p i t a n j a
cilindre	t͡ʃ i l i n d ɾ e
clase	k l a s e
collonada	k o l l o n a d a
competitius	k o m p e t i t j u s
comporti	k o m p o ɾ t i
comptaran	k o m p t a ɾ a n
conservada	k o n s e ɾ v a d a
considerables	k o n s i d e ɾ a b l e s
consideres	k o n s i d e ɾ e s
càmara	k a m a ɾ a
cúria	k u ɾ j a
daten	d a t ɛ n
decurs	d e k u ɾ s
discòrdia	d i s k ɔ ɾ d j a
disputarà	d i s p u t a ɾ a
dreams	d ɾ e a m s
duna	d u n a
embussos	e m b u s s o s
enèrgic	e n ɛ ɾ d͡ʒ i k
erroni	e r r o n i
escoltada	e s k o l t a d a
estàtica	e s t a t i k a
febrero	f e b ɾ e ɾ o
feminitat	f e m i n i t a t
flautes	f l a w t e s
foie	f ɔ j e
forasters	f o ɾ a s t e ɾ s
formulada	f o ɾ m u l a d a
foten	f o t ɛ n
frenètic	f ɾ e n ɛ t i k
guasch	ɡ w a ʃ
gustav	ɡ u s t a v
hist	i s t
homòlegs	o m ɔ l e ɡ s
ibérica	i b e ɾ i k a
incorporada	i n k o ɾ p o ɾ a d a
ine	i n e
interessava	i n t e ɾ e s s a v a
interminables	i n t e ɾ m i n a b l e s
kafka	k a f k a
kebab	k e b a b
lactància	l a k t a n t͡ʃ a
lam	l a m
lesbiana	l e z b j a n a
liam	l i a m
lingua	l i n ɡ w a
loco	l o k o
lucratiu	l u k ɾ a t j u
madrastra	m a d ɾ a s t ɾ a
manetes	m a n e t e s
manipula	m a n i p u l a
mantell	m a n t ɛ l
menteixes	m e n t e j ʃ e s
mohammad	m o h a m m a d
mustafa	m u s t a f a
nana	n a n a
narcotràfic	n a ɾ k o t ɾ a f i k
necessitàvem	n e θ e s s i t a v e m
necròpolis	n e k ɾ ɔ p o l i s
neoliberals	n e o l i b e ɾ a l s
obligava	o b l i ɡ a v a
obrador	o b ɾ a d o ɾ
odin	o d i n
oposades	o p o s a d e s
orquesta	o ɾ k e s t a
panda	p a n d a
perjudicat	p e ɾ ʒ u d i k a t
perqu	p e ɾ k u
ph	f
pole	p o l e
polsera	p o l s e ɾ a
precàries	p ɾ e k a ɾ j e s
produïa	p ɾ o d u i a
radioactiu	r a d j o a k t j u
rems	ɾ ɛ m s
sai	s a j
sas	s a s
slam	s l a m
sònia	s ɔ n j a
temptatives	t e m p t a t i v e s
tentacles	t e n t a k l e s
teranyina	t e ɾ a n j i n a
toquis	t o k i s
traurem	t ɾ a w ɾ ɛ m
túnica	t u n i k a
uvic	u v i k
valorada	v a l o ɾ a d a
vareta	v a ɾ e t a
vascular	v a s k u l a ɾ
vectors	v e k t o ɾ s
veterana	v e t e ɾ a n a
wan	w a n
xulo	ʃ u l o
àries	a ɾ j e s
òdena	ɔ d e n a
abandonés	a b a n d o n e s
accidentat	a t t͡ʃ i d e n t a t
agrupats	a ɡ ɾ u p a t s
aguanto	a ɡ w a n t o
ajudarem	a ʒ u d a ɾ e m
alcàsser	a l k a s s e ɾ
alegrem	a l e ɡ ɾ e m
ambre	a m b ɾ e
animes	a n i m e s
aniol	a n j ɔ l
ante	a n t e
aportava	a p o ɾ t a v a
aprovarà	a p ɾ o v a ɾ a
arinsal	a ɾ i n s a l
aristòcrates	a ɾ i s t ɔ k ɾ a t e s
arkansas	a ɾ k a n s a s
asimètrica	a s i m ɛ t ɾ i k a
avala	a v a l a
baleares	b a l e a ɾ e s
beneït	b e n e i t
beverly	b e v e ɾ l i
buscarem	b u s k a ɾ e m
bye	b j e
castany	k a s t a n i
castanya	k a s t a n j a
catala	k a t a l a
complexe	k o m p l ɛ k s e
comprensiva	k o m p ɾ e n s i v a
comprometen	k o m p ɾ o m e t e n
computadora	k o m p u t a d o ɾ a
conservadores	k o n s e ɾ v a d o ɾ e s
dalai	d a l a j
decoratiu	d e k o ɾ a t j u
desencadenat	d e s e n k a d e n a t
dinamita	d i n a m i t a
distingits	d i s t i n d͡ʒ i t s
dun	d u n
esgrima	e z ɡ ɾ i m a
eucaristia	e w k a ɾ i s t j a
fabulosa	f a b u l o s a
fileres	f i l e ɾ e s
foral	f o ɾ a l
fotograma	f o t o ɡ ɾ a m a
fà	f a
fòssil	f ɔ s s i l
gales	ɡ a l e s
gato	ɡ a t o
gijón	d͡ʒ i ʒ ɔ n
gladiadors	ɡ l a d j a d o ɾ s
horas	o ɾ a s
inesperades	i n e s p e ɾ a d e s
invasora	i n v a z o ɾ a
lambda	l a m b d a
lentes	l ɛ n t e s
malucs	m a l u k s
marxistes	m a ɾ ʃ i s t e s
mataronins	m a t a ɾ o n i n s
matricula	m a t ɾ i k u l a
melmelada	m e l m e l a d a
migranya	m i ɡ ɾ a n j a
motorista	m o t o ɾ i s t a
mumbai	m u m b a j
naturalista	n a t u ɾ a l i s t a
navalla	n a v a l l a
nuria	n u ɾ j a
obtindrem	o b t i n d ɾ e m
ofega	o f e ɡ a
oradors	o ɾ a d o ɾ s
orchestra	o ɾ ʃ e s t ɾ a
paletes	p a l e t e s
paypal	p a j p a l
piló	p i l ɔ
pipes	p i p e s
pirotècnia	p i ɾ o t ɛ k n j a
plegamans	p l e ɡ a m a n s
plurilingüe	p l u ɾ i l i n ɡ w e
posidònia	p o s i d ɔ n j a
preferim	p ɾ e f e ɾ i m
quinn	k i n
regata	r e ɡ a t a
regust	r e ɡ u s t
remata	r e m a t a
repeteixi	r e p e t e i ʃ i
sabés	s a b e s
salvà	s a l v a
sanguínia	s a n ɡ i n j a
semàntica	s e m a n t i k a
suavitat	s w a v i t a t
subordinats	s u b o ɾ d i n a t s
subsidis	s u b s i d i s
tamara	t a m a ɾ a
tapada	t a p a d a
teià	t e j a
tiberi	t i b e ɾ i
titanic	t i t a n i k
tobias	t o b j a s
toxines	t o k s i n e s
ul	u l
valdrà	v a l d ɾ a
veié	v e j e
vino	v i n o
vivir	v i v i ɾ
votarà	v o t a ɾ a
xevi	ʃ e v i
xofer	ʃ o f e ɾ
xèrif	ʃ ɛ ɾ i f
activen	a k t i v ɛ n
adapten	a d a p t ɛ n
addicta	a d d i k t a
addicte	a d d i k t e
adrian	a d ɾ i a n
afí	a f i
agres	a ɡ ɾ e s
aguanti	a ɡ w a n t i
alter	a l t e ɾ
amoníac	a m o n i a k
andres	a n d ɾ e s
arias	a ɾ j a s
arxivística	a ɾ ʃ i v i s t i k a
banana	b a n a n a
batista	b a t i s t a
beneïda	b e n e i d a
benicàssim	b e n i k a s s i m
calçotada	k a l s o t a d a
canovelles	k a n o v ɛ l l e s
catedràtica	k a t e d ɾ a t i k a
chopin	ʃ o p i n
clarà	k l a ɾ a
comento	k o m e n t o
compatibilitat	k o m p a t i b i l i t a t
compto	k o m p t o
coordinats	k o o ɾ d i n a t s
corporatiu	k o ɾ p o ɾ a t j u
cortes	k o ɾ t e s
cuesta	k w e s t a
cònsols	k ɔ n s o l s
decebre	d e θ e b ɾ e
declari	d e k l a ɾ i
degué	d e ɡ e
delicades	d e l i k a d e s
depenia	d e p e n j a
depressa	d e p ɾ e s s a
depuradora	d e p u ɾ a d o ɾ a
devora	d e v o ɾ a
distintes	d i s t i n t e s
dots	d o t s
dramàtics	d ɾ a m a t i k s
emile	e m i l e
emiliano	e m i l j a n o
emperò	e m p e ɾ ɔ
eròtics	e ɾ ɔ t i k s
esperi	e s p e ɾ i
estendrà	e s t e n d ɾ a
estim	e s t i m
estructurada	e s t ɾ u k t u ɾ a d a
evelyn	e v e l i n
exhibeixen	e ʃ i b e j ʃ ɛ n
feres	f e ɾ e s
fonseca	f o n s e k a
fredor	f ɾ e d o ɾ
freixa	f ɾ e j ʃ a
gaudia	ɡ a u d j a
gegantera	d͡ʒ e ɡ a n t e ɾ a
glàndula	ɡ l a n d u l a
gun	ɡ u n
hispànic	i s p a n i k
hàbils	a b i l s
imp	i m p
indefens	i n d e f ɛ n s
infusió	i n f u z j ɔ
intentà	i n t e n t a
interlocutors	i n t e ɾ l o k u t o ɾ s
irina	i ɾ i n a
its	i t s
kansas	k a n s a s
khalil	k a l i l
legislatures	l e d͡ʒ i s l a t u ɾ e s
leopoldo	l e o p o l d o
linia	l i n j a
magda	m a ɡ d a
malentesos	m a l e n t e s o s
maleïts	m a l e i t s
mclaren	m k l a ɾ ɛ n
mod	m o d
multituds	m u l t i t u d s
muts	m u t s
noten	n o t ɛ n
obrirem	o b ɾ i ɾ e m
ocupi	o k u p i
organyà	o ɾ ɡ a n j a
orgàniques	o ɾ ɡ a n i k e s
originat	o ɾ i d͡ʒ i n a t
palo	p a l o
paperassa	p a p e ɾ a s s a
papi	p a p i
pastanagues	p a s t a n a ɡ e s
pinten	p i n t ɛ n
pinyes	p i n j e s
piulat	p j u l a t
planificat	p l a n i f i k a t
provocaren	p ɾ o v o k a ɾ ɛ n
púnica	p u n i k a
recordada	r e k o ɾ d a d a
recuperats	r e k u p e ɾ a t s
refranys	r e f ɾ a n i s
representem	r e p ɾ e s e n t e m
retirades	r e t i ɾ a d e s
retratat	r e t ɾ a t a t
sacra	s a k ɾ a
sig	s i ɡ
signava	s i ɲ ɲ a v a
simposi	s i m p o s i
sopat	s o p a t
sopes	s o p e s
sot	s o t
subsistir	s u b s i s t i ɾ
suisse	s ɥ i s s e
tata	t a t a
tità	t i t a
tobogan	t o b o ɡ a n
tractin	t ɾ a k t i n
trencarà	t ɾ e n k a ɾ a
trobàvem	t ɾ o b a v e m
truth	t ɾ u t
ultradreta	u l t ɾ a d ɾ e t a
velasco	v e l a s k o
venem	v e n e m
venguin	v ɛ̃ ɡ i n
villena	v i l l e n a
voltregà	v o l t ɾ e ɡ a
òptiques	ɔ p t i k e s
acompanyes	a k o m p a n j e s
ajusten	a ʒ u s t ɛ n
alpinista	a l p i n i s t a
ambigu	a m b i ɡ u
anxoves	a n ʃ o v e s
aprendràs	a p ɾ e n d ɾ a s
apropem	a p ɾ ɔ p e m
arab	a ɾ a b
arcaica	a ɾ k a j k a
armaris	a ɾ m a ɾ i s
articulista	a ɾ t i k u l i s t a
artigas	a ɾ t i ɡ a s
autodidacta	a w t o d i d a k t a
avioneta	a v j o n e t a
babilònia	b a b i l ɔ n j a
bal	b a l
basques	b a s k e s
binomi	b i n ɔ m i
borgonya	b o ɾ ɡ o n j a
brinda	b ɾ i n d a
caldre	k a l d ɾ e
camarada	k a m a ɾ a d a
canti	k a n t i
canviava	k a n v j a v a
cardiff	k a ɾ d i f
cedirà	θ e d i ɾ a
cinca	t͡ʃ i n k a
clica	k l i k a
colega	k o l e ɡ a
combinades	k o m b i n a d e s
cometa	k o m e t a
delicats	d e l i k a t s
deliris	d e l i ɾ i s
della	d ɛ l l a
descrites	d e s k ɾ i t e s
dionís	d i o n i s
discovery	d i s k o v e ɾ i
eficaços	e f i k a s o s
emerson	e m e ɾ s o n
ensenyes	e n s e n j e s
equivoques	e k i v ɔ k e s
establirà	e s t a b l i ɾ a
estafar	e s t a f a ɾ
evitem	e v i t e m
fabricats	f a b ɾ i k a t s
farc	f a ɾ k
faust	f a u s t
federalista	f e d e ɾ a l i s t a
finn	f i n
flocs	f l ɔ k s
fugia	f u d͡ʒ a
heroïnes	e ɾ o i n e s
hijo	i ʒ o
immune	i m m u n e
impopular	i m p o p u l a ɾ
incendiat	i n t͡ʃ e n d j a t
injustes	i n ʒ u s t e s
insulina	i n s u l i n a
jara	ʒ a ɾ a
